# text = Az ötödik évadban a program új koncepció szerint került megszervezésre: minden országot egy kiválasztott fiatal labdarúgó képviselt.
# sent_id = 1.hu
10	Jurij	Jurij	_	sense-not-found	_
11	Andrejevics	Andrejevics	_	sense-not-found	_
12	Morozov	Morozov	_	sense-not-found	_
13	emlékére	emlék	_	6070ac2c19cad2110a6e9b8d@6070ac2c19cad2110a6e9b8d-1	_
14	tartott	tart	_	6070ac2c19cad2110a6f2c53@6070ac2c19cad2110a6f2c53-54	_
15	nemzetközi	nemzetközi	_	6070ac2c19cad2110a6efe66@6070ac2c19cad2110a6efe66-0	_
16	ifjúsági	ifjúsági	_	6070ac2c19cad2110a6ec260@6070ac2c19cad2110a6ec260-6	_
17	labdarúgótornára	labdarúgótorna	SpaceAfter=No	lexli:xMFwmJaFGcq1oaigHzxp1vpkBJSWsMFy2OPZTfejkz1rzvyDdhUtPw03ji	_
18	.	.	_	non-content-word	_

# text = Május 5-én ünnepelték meg a futball és barátság napját Nyizsnij Novgorodban és Kazanyban.
# sent_id = 7.hu
1	Május	május	_	6070ac2c19cad2110a6efa21@6070ac2c19cad2110a6efa21-0	_
2	5-én	ötödik	_	non-content-word	_
3	ünnepelték	megünnepel	_	6070ac2c19cad2110a6ef50f@6070ac2c19cad2110a6ef50f-1	_
4	meg	meg	_	non-content-word	_
5	a	a	_	non-content-word	_
6	futball	futball	_	6070ac2c19cad2110a6ea9a1@6070ac2c19cad2110a6ea9a1-0	_
7	és	és	_	non-content-word	_
8	barátság	barátság	_	6070ac2c19cad2110a6e7a93@6070ac2c19cad2110a6e7a93-3	_
9	napját	nap	_	6070ac2c19cad2110a6efd3d@6070ac2c19cad2110a6efd3d-12	_
10	Nyizsnij	Nyizsnij	_	sense-not-found	_
11	Novgorodban	Novgorod	_	sense-not-found	_
12	és	és	_	non-content-word	_
13	Kazanyban	Kazany	SpaceAfter=No	sense-not-found	_
14	.	.	_	non-content-word	_

# text = A program második évadjának eredménye volt a Futball a Barátságért Mozgalom vezetőjének a megválasztása.
# sent_id = 8.hu
1	A	a	_	non-content-word	_
2	program	program	_	6070ac2c19cad2110a6f0cac@6070ac2c19cad2110a6f0cac-3	_
3	második	második	_	non-content-word	_
4	évadjának	évad	_	6070ac2d19cad2110a6f50f1@6070ac2d19cad2110a6f50f1-1	_
5	eredménye	eredmény	_	6070ac2c19cad2110a6e9c54@6070ac2c19cad2110a6e9c54-2	_
6	volt	van	_	non-content-word	_
7	a	a	_	non-content-word	_
8	Futball	Futball	_	sense-not-found	_
9	a	a	_	sense-not-found	_
10	Barátságért	Barátság	_	sense-not-found	_
11	Mozgalom	Mozgalom	_	sense-not-found	_
12	vezetőjének	vezető	_	6070ac2c19cad2110a6f3d9b@6070ac2c19cad2110a6f3d9b-2	_
13	a	a	_	non-content-word	_
14	megválasztása	megválasztás	SpaceAfter=No	lexli:oISzHG2aIIkKPJnv7kDuxdhleEUt4gn0GYqh9kicZ8semcfE7875t8fEoG	_
15	.	.	_	non-content-word	_

# text = Ekkor megkezdte kémiai tanulmányait Adolf von Baeyerrel, valamint botanikai tanulmányait Carl Nägelivel a Müncheni Botanikai Intézetben.
# sent_id = 9.hu
1	Ekkor	ekkor	_	6070ac2c19cad2110a6e9475@6070ac2c19cad2110a6e9475-2	_
2	megkezdte	megkezd	_	6070ac2c19cad2110a6ef1a9@6070ac2c19cad2110a6ef1a9-0	_
3	kémiai	kémiai	_	lexli:UXKUfakuZdmvliRfkkdylef99b8wpxAbGwylCvtUZGHy3HkFES1D0DPTmz	_
4	tanulmányait	tanulmány	_	6070ac2c19cad2110a6f2b87@6070ac2c19cad2110a6f2b87-0	_
5	Adolf	Adolf	_	sense-not-found	_
6	von	von	_	sense-not-found	_
7	Baeyerrel	Baeyer	SpaceAfter=No	sense-not-found	_
8	,	,	_	non-content-word	_
9	valamint	valamint	_	non-content-word	_
10	botanikai	botanikai	_	lexli:WlkrdqYgynw3a07XQfjeCpUP9dcyHHBHCnyGJakywFVBUVW5R8McVl2nxt	_
11	tanulmányait	tanulmány	_	6070ac2c19cad2110a6f2b87@6070ac2c19cad2110a6f2b87-0	_
12	Carl	Carl	_	sense-not-found	_
13	Nägelivel	Nägeli	_	sense-not-found	_
14	a	a	_	non-content-word	_
15	Müncheni	Müncheni	_	sense-not-found	_
16	Botanikai	Botanikai	_	sense-not-found	_
17	Intézetben	Intézet	SpaceAfter=No	sense-not-found	_
18	.	.	_	non-content-word	_

# text = A kupát a Bayern futballklub nyerte meg.
# sent_id = 10.hu
1	A	a	_	non-content-word	_
2	kupát	kupa	_	6070ac2c19cad2110a6ed9fa@6070ac2c19cad2110a6ed9fa-2	_
3	a	a	_	non-content-word	_
4	Bayern	Bayern	_	sense-not-found	_
5	futballklub	futballklub	_	lexli:UvmbP9IVS9Gw5e3P0zZWfhvAfuHcoc1tWBBfdS426ibeoTlvxT0XuMsuZl	_
6	nyerte	megnyer	_	6070ac2c19cad2110a6ef286@6070ac2c19cad2110a6ef286-2	_
7	meg	meg	SpaceAfter=No	non-content-word	_
8	.	.	_	non-content-word	_

# text = Oroszországot 11 futballcsapat képviselte 11 olyan városból, amelyek 2018-ban otthont adnak majd a labdarúgó-világbajnokság mérkőzéseinek.
# sent_id = 11.hu
1	Oroszországot	Oroszország	_	sense-not-found	_
2	11	tizenegy	_	non-content-word	_
3	futballcsapat	futballcsapat	_	lexli:wCQZGdDrFamvL5DhcnzA1Y9FfzEkbFcbDpnoY5Bhhxgs0xpVoFj8dphM4X	_
4	képviselte	képvisel	_	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-10	_
5	11	tizenegy	_	non-content-word	_
6	olyan	olyan	_	non-content-word	_
7	városból	város	SpaceAfter=No	6070ac2d19cad2110a6f430c@6070ac2d19cad2110a6f430c-0	_
8	,	,	_	non-content-word	_
9	amelyek	amely	_	non-content-word	_
10	2018-ban	2018	_	non-content-word	_
11	otthont	otthon	_	lexli:TT7HVD52S4LZVO2fXT4L5H8rQGvtP7kgzNQNWu4pREp12knLTYTiCHnvc3	_
12	adnak	ad	_	6070ac2c19cad2110a6e71fb@6070ac2c19cad2110a6e71fb-59	_
13	majd	majd	_	6070ac2c19cad2110a6eede7@6070ac2c19cad2110a6eede7-0	_
14	a	a	_	non-content-word	_
15	labdarúgó-világbajnokság	labdarúgó-világbajnokság	_	lexli:hAokZQLFd6O2gq5lS8YiKO2FREiLPc1114UTQxyRG9Y1jISRnQJQNlY8Lp	_
16	mérkőzéseinek	mérkőzés	SpaceAfter=No	6070ac2c19cad2110a6efb61@6070ac2c19cad2110a6efb61-1	_
17	.	.	_	non-content-word	_

# text = 1914-ben kitört az első világháború.
# sent_id = 12.hu
1	1914-ben	1914	_	sense-not-found	_
2	kitört	kitör	_	6070ac2c19cad2110a6ed453@6070ac2c19cad2110a6ed453-16	_
3	az	az	_	non-content-word	_
4	első	első	_	non-content-word	_
5	világháború	világháború	SpaceAfter=No	6070ac2c19cad2110a6f3eb2@6070ac2c19cad2110a6f3eb2-1	_
6	.	.	_	non-content-word	_

# text = A lakosság többsége katolikus.
# sent_id = 13.hu
1	A	a	_	non-content-word	_
2	lakosság	lakosság	_	6070ac2c19cad2110a6ee30b@6070ac2c19cad2110a6ee30b-0	_
3	többsége	többség	_	6070ac2c19cad2110a6f35cc@6070ac2c19cad2110a6f35cc-0	_
4	katolikus	katolikus	SpaceAfter=No	6070ac2c19cad2110a6ecbd9@6070ac2c19cad2110a6ecbd9-0	_
5	.	.	_	non-content-word	_

# text = Az összes politikai csoport tagjai találkoznak a fontosabb ülések előtt, hogy közös álláspontot alakítsanak ki.
# sent_id = 14.hu
1	Az	az	_	non-content-word	_
2	összes	összes	_	lexli:pQGIRuQz2eAkSCQZ0l9RALCh55BZ0K1qHtW02H8MYnN2F0WVglfPs0kkHH	_
3	politikai	politikai	_	6070ac2c19cad2110a6f0b66@6070ac2c19cad2110a6f0b66-7	_
4	csoport	csoport	_	6070ac2c19cad2110a6e8af1@6070ac2c19cad2110a6e8af1-3	_
5	tagjai	tag	_	6070ac2c19cad2110a6f2a84@6070ac2c19cad2110a6f2a84-4	_
6	találkoznak	találkozik	_	6070ac2c19cad2110a6f2b34@6070ac2c19cad2110a6f2b34-4	_
7	a	a	_	non-content-word	_
8	fontosabb	fontos	_	6070ac2c19cad2110a6ea83b@6070ac2c19cad2110a6ea83b-0	_
9	ülések	ülés	_	6070ac2d19cad2110a6f5758@6070ac2d19cad2110a6f5758-5	_
10	előtt	előtt	SpaceAfter=No	non-content-word	_
11	,	,	_	non-content-word	_
12	hogy	hogy	_	non-content-word	_
13	közös	közös	_	6070ac2c19cad2110a6ee1ae@6070ac2c19cad2110a6ee1ae-4	_
14	álláspontot	álláspont	_	6070ac2d19cad2110a6f4ad9@6070ac2d19cad2110a6f4ad9-0	_
15	alakítsanak	kialakít	_	6070ac2c19cad2110a6eceef@6070ac2c19cad2110a6eceef-1	_
16	ki	ki	SpaceAfter=No	non-content-word	_
17	.	.	_	non-content-word	_

# text = Ezek közigazgatási szervek, amelyek a belső piaci jogszabályok alkalmazásának bizonyos elemeivel való foglalkozásért felelősek.
# sent_id = 15.hu
1	Ezek	ez	_	non-content-word	_
2	közigazgatási	közigazgatási	_	6070ac2c19cad2110a6ee0c4@6070ac2c19cad2110a6ee0c4-0	_
3	szervek	szerv	SpaceAfter=No	6070ac2c19cad2110a6f207b@6070ac2c19cad2110a6f207b-2	_
4	,	,	_	non-content-word	_
5	amelyek	amely	_	non-content-word	_
6	a	a	_	non-content-word	_
7	belső	belső	_	6070ac2c19cad2110a6e7cca@6070ac2c19cad2110a6e7cca-0	_
8	piaci	piaci	_	6070ac2c19cad2110a6f09ca@6070ac2c19cad2110a6f09ca-3	_
9	jogszabályok	jogszabály	_	6070ac2c19cad2110a6ec7bf@6070ac2c19cad2110a6ec7bf-0	_
10	alkalmazásának	alkalmazás	_	6070ac2c19cad2110a6e74c8@6070ac2c19cad2110a6e74c8-1	_
11	bizonyos	bizonyos	_	6070ac2c19cad2110a6e7fc3@6070ac2c19cad2110a6e7fc3-7	_
12	elemeivel	elem	_	6070ac2c19cad2110a6e955d@6070ac2c19cad2110a6e955d-1	_
13	való	való	_	lexli:pBUGgvBiWxu0I2ObSrpL9ioCdJpyGfGXYHWGwi8eUiCpSUFUJFvljTjQgV	_
14	foglalkozásért	foglalkozás	_	6070ac2c19cad2110a6ea75f@6070ac2c19cad2110a6ea75f-0	_
15	felelősek	felelős	SpaceAfter=No	6070ac2c19cad2110a6ea1b9@6070ac2c19cad2110a6ea1b9-0	_
16	.	.	_	non-content-word	_

# text = Az Európai Uniónak ezért nem szabad olyan feladatokat vállalnia, amelyeket a nemzeti, regionális és helyi önkormányzatok jobban el tudnának látni.
# sent_id = 16.hu
1	Az	az	_	non-content-word	_
2	Európai	Európai	_	sense-not-found	_
3	Uniónak	Unió	_	sense-not-found	_
4	ezért	ezért	_	non-content-word	_
5	nem	nem	_	6070ac2c19cad2110a6efe20@6070ac2c19cad2110a6efe20-0	_
6	szabad	szabad	_	6070ac2c19cad2110a6f1c06@6070ac2c19cad2110a6f1c06-25	_
7	olyan	olyan	_	non-content-word	_
8	feladatokat	feladat	_	6070ac2c19cad2110a6ea127@6070ac2c19cad2110a6ea127-0	_
9	vállalnia	vállal	SpaceAfter=No	6070ac2d19cad2110a6f4227@6070ac2d19cad2110a6f4227-0	_
10	,	,	_	non-content-word	_
11	amelyeket	amely	_	non-content-word	_
12	a	a	_	non-content-word	_
13	nemzeti	nemzeti	SpaceAfter=No	6070ac2c19cad2110a6efe5a@6070ac2c19cad2110a6efe5a-0	_
14	,	,	_	non-content-word	_
15	regionális	regionális	_	lexli:5gBztGdKcH1k5t4Bm1nAfEU6X6K3nCM6i2CMikkEFDI4iez8DsNYUES3A9	_
16	és	és	_	non-content-word	_
17	helyi	helyi	_	6070ac2c19cad2110a6eb9df@6070ac2c19cad2110a6eb9df-0	_
18	önkormányzatok	önkormányzat	_	6070ac2d19cad2110a6f5301@6070ac2d19cad2110a6f5301-1	_
19	jobban	jól	_	6070ac2c19cad2110a6ec8d0@6070ac2c19cad2110a6ec8d0-2	_
20	el	el	_	non-content-word	_
21	tudnának	tud	_	6070ac2c19cad2110a6f32c2@6070ac2c19cad2110a6f32c2-30	_
22	látni	ellát	SpaceAfter=No	6070ac2c19cad2110a6e9773@6070ac2c19cad2110a6e9773-10	_
23	.	.	_	non-content-word	_

# text = Csak az információcserében részt vevő illetékes hatóságok férnek hozzá a tartalomhoz.
# sent_id = 17.hu
1	Csak	csak	_	6070ac2c19cad2110a6e8770@6070ac2c19cad2110a6e8770-0	_
2	az	az	_	non-content-word	_
3	információcserében	információcsere	_	lexli:MNwJNFcwceQuJrc1ejdWP4X2KTQDkzXYAvhdLsPE59T0MxV85UvNb9xCg3	_
4	részt	rész	_	6070ac2c19cad2110a6f1631@6070ac2c19cad2110a6f1631-15	_
5	vevő	vevő	_	6070ac2c19cad2110a6f3d87@6070ac2c19cad2110a6f3d87-0	_
6	illetékes	illetékes	_	6070ac2c19cad2110a6ec333@6070ac2c19cad2110a6ec333-0	_
7	hatóságok	hatóság	_	6070ac2c19cad2110a6eb8e7@6070ac2c19cad2110a6eb8e7-0	_
8	férnek	hozzáfér	_	61b918bb897a3506c6c4c233@61b918bb897a3506c6c4c233-1	_
9	hozzá	hozzá	_	non-content-word	_
10	a	a	_	non-content-word	_
11	tartalomhoz	tartalom	SpaceAfter=No	6070ac2c19cad2110a6f2c58@6070ac2c19cad2110a6f2c58-1	_
12	.	.	_	non-content-word	_

# text = A főtitkárt öt évre nevezi ki az Elnökség.
# sent_id = 18.hu
1	A	a	_	non-content-word	_
2	főtitkárt	főtitkár	_	6070ac2c19cad2110a6eadbe@6070ac2c19cad2110a6eadbe-0	_
3	öt	öt	_	non-content-word	_
4	évre	év	_	6070ac2d19cad2110a6f50f0@6070ac2d19cad2110a6f50f0-4	_
5	nevezi	kinevez	_	6070ac2c19cad2110a6ed1e4@6070ac2c19cad2110a6ed1e4-0	_
6	ki	ki	_	non-content-word	_
7	az	az	_	non-content-word	_
8	Elnökség	Elnökség	SpaceAfter=No	sense-not-found	_
9	.	.	_	non-content-word	_

# text = Ezen a napon barátságos mérkőzéseket, flashmobokat, rádiós maratont, előadásokat, televíziós showkat, nyilvános edzéseket stb. tartottak.
# sent_id = 19.hu
1	Ezen	ez	_	non-content-word	_
2	a	a	_	non-content-word	_
3	napon	nap	_	6070ac2c19cad2110a6efd3d@6070ac2c19cad2110a6efd3d-10	_
4	barátságos	barátságos	_	6070ac2c19cad2110a6e7a95@6070ac2c19cad2110a6e7a95-3	_
5	mérkőzéseket	mérkőzés	SpaceAfter=No	6070ac2c19cad2110a6efb61@6070ac2c19cad2110a6efb61-1	_
6	,	,	_	non-content-word	_
7	flashmobokat	flashmob	SpaceAfter=No	lexli:moJ6JIxIv1mtZJRQ43qffGNlPQIbg4IVsQh8cfT6qI1AwrgEMPwE1j3oQe	_
8	,	,	_	non-content-word	_
9	rádiós	rádiós	_	lexli:hIYO1h7fqlzhGiUCNjThX8lRKdp4HtgBWX9c1cCqsH9YvQ8guU67RwUO1L	_
10	maratont	maraton	SpaceAfter=No	bn:00053333n	_
11	,	,	_	non-content-word	_
12	előadásokat	előadás	SpaceAfter=No	6070ac2c19cad2110a6e9a54@6070ac2c19cad2110a6e9a54-2	_
13	,	,	_	non-content-word	_
14	televíziós	televíziós	_	lexli:kidQimEeOvYOfP5vpXGzj8PyQXZr0nQYVlmXZFpOlf32DfGduuNb55kD3f	_
15	showkat	show	SpaceAfter=No	lexli:mDz9IDN2qVY9kW8niYY7kQ4UYFx019fk8kBx39ttLheJllZqQvyl20vHCA	_
16	,	,	_	non-content-word	_
17	nyilvános	nyilvános	_	6070ac2c19cad2110a6f0004@6070ac2c19cad2110a6f0004-0	_
18	edzéseket	edzés	_	6070ac2c19cad2110a6e92b6@6070ac2c19cad2110a6e92b6-1	_
19	stb.	stb.	_	non-content-word	_
20	tartottak	tart	SpaceAfter=No	6070ac2c19cad2110a6f2c53@6070ac2c19cad2110a6f2c53-54	_
21	.	.	_	non-content-word	_

# text = Görögországban ellátogatott a rendezvényre Theodorasz Zagorakisz, aki országa nemzeti csapatával 2004-ben megnyerte a labdarúgó Európa-bajnokságot.
# sent_id = 20.hu
1	Görögországban	Görögország	_	sense-not-found	_
2	ellátogatott	ellátogat	_	6070ac2c19cad2110a6e9777@6070ac2c19cad2110a6e9777-0	_
3	a	a	_	non-content-word	_
4	rendezvényre	rendezvény	_	6070ac2c19cad2110a6f1206@6070ac2c19cad2110a6f1206-0	_
5	Theodorasz	Theodorasz	_	sense-not-found	_
6	Zagorakisz	Zagorakisz	SpaceAfter=No	sense-not-found	_
7	,	,	_	non-content-word	_
8	aki	aki	_	non-content-word	_
9	országa	ország	_	6070ac2c19cad2110a6f055b@6070ac2c19cad2110a6f055b-0	_
10	nemzeti	nemzeti	_	6070ac2c19cad2110a6efe5a@6070ac2c19cad2110a6efe5a-0	_
11	csapatával	csapat	_	6070ac2c19cad2110a6e87c0@6070ac2c19cad2110a6e87c0-5	_
12	2004-ben	2004	_	non-content-word	_
13	megnyerte	megnyer	_	6070ac2c19cad2110a6ef286@6070ac2c19cad2110a6ef286-2	_
14	a	a	_	non-content-word	_
15	labdarúgó	labdarúgó	_	6070ac2c19cad2110a6ee2b3@6070ac2c19cad2110a6ee2b3-0	_
16-18	Európa-bajnokságot	_	SpaceAfter=No	_	_
16	Európa	Európa	_	_	_
17	-	-	_	non-content-word	_
18	bajnokság	bajnokság	_	_	_
19	.	.	_	non-content-word	_

# text = A program célja, hogy a labdarúgás révén népszerűsítse a fontos értékeket és az egészséges életmódot a fiatalabb generáció körében.
# sent_id = 21.hu
1	A	a	_	non-content-word	_
2	program	program	_	6070ac2c19cad2110a6f0cac@6070ac2c19cad2110a6f0cac-0	_
3	célja	cél	SpaceAfter=No	6070ac2c19cad2110a6e8cf8@6070ac2c19cad2110a6e8cf8-0	_
4	,	,	_	non-content-word	_
5	hogy	hogy	_	non-content-word	_
6	a	a	_	non-content-word	_
7	labdarúgás	labdarúgás	_	6070ac2c19cad2110a6ee2b2@6070ac2c19cad2110a6ee2b2-0	_
8	révén	révén	_	non-content-word	_
9	népszerűsítse	népszerűsít	_	6070ac2c19cad2110a6f023f@6070ac2c19cad2110a6f023f-1	_
10	a	a	_	non-content-word	_
11	fontos	fontos	_	6070ac2c19cad2110a6ea83b@6070ac2c19cad2110a6ea83b-0	_
12	értékeket	érték	_	6070ac2d19cad2110a6f504e@6070ac2d19cad2110a6f504e-1	_
13	és	és	_	non-content-word	_
14	az	az	_	non-content-word	_
15	egészséges	egészséges	_	6070ac2c19cad2110a6e944d@6070ac2c19cad2110a6e944d-4	_
16	életmódot	életmód	_	6070ac2d19cad2110a6f4f19@6070ac2d19cad2110a6f4f19-0	_
17	a	a	_	non-content-word	_
18	fiatalabb	fiatal	_	6070ac2c19cad2110a6ea5e3@6070ac2c19cad2110a6ea5e3-18	_
19	generáció	generáció	_	6070ac2c19cad2110a6eaeec@6070ac2c19cad2110a6eaeec-0	_
20	körében	kör	SpaceAfter=No	6070ac2c19cad2110a6edeff@6070ac2c19cad2110a6edeff-22	_
21	.	.	_	non-content-word	_

# text = Először vettek részt a programban fiatalok az ázsiai kontinensről: gyermekfocicsapatok Japánból, Kínából és Kazahsztánból.
# sent_id = 22.hu
