lemma	upos	sense_id	definition
abarcar	VERB	605dd014762a466dfe6e71d3@DACL-abarcar_1-77f25-5	incluir ou abranger um dado tema, assunto, facto...
abarcar	VERB	605dd014762a466dfe6e71d3@DACL-abarcar_1-77f25-6	ser extensivo a determinadas pessoas
abarcar	VERB	605dd014762a466dfe6e71d3@DACL-abarcar_1-77f25-7	apoderar-se de alguma coisa, muitas vezes em quantidade abundante
abcesso	NOUN	605dd014762a466dfe6e71d4@DACL-abcesso_1-8adcf-1	acumulação de pus numa cavidade que se forma devido a infeção; inchaço causado por acumulação de pus
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-1	aquilo que é sentido como contrário à ordem natural das coisas, à regra geral, ao que é habitual ou normal
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-2	afastamento das regras lógicas; erro de raciocínio, desvio do espírito
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-3	acção, facto, comportamento ou ideia considerados absurdos, aberrantes, contrários à razão, à lógica
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-6	anomalia na conformação de um organismo ou de um órgão, ou no seu funcionamento
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-7	desvio aparente da posição de um astro, explicável pela inter-relação da velocidade de propagação da luz, do astro, dos movimentos de rotação, aberração diurna, e de translação, aberração ânua ou anual, da Terra
aberração	NOUN	605dd014762a466dfe6e71d6@DACL-aberracao_1-6d577-9	defeito de reflexão dos espelhos esféricos ou de refracção das lentes, pelo qual alguns raios luminosos sofrem desvios que tornam as imagens distorcidas, a de esfericidade, ou irisadas, a cromática
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-1	que deixa uma passagem livre; que não está fechado
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-2	que não tem tampa, fecho ou invólucro; que tem a abertura livre
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-3	que não tem cobertura
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-4	que não está cercado de muros, vedações, fortificações. cidade
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-5	que não apresenta obstáculos artificiais ou naturais; que não tem limites
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-6	que apresenta incisões, aberturas
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-7	que está rachado, fendido
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-8	que se escavou ou furou
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-9	que está gravado em pedra ou em madeira
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-10	que sofreu desgaste; que se desfez
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-11	que abre; que não está cosido
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-12	que não está abotoado; que não está apertado
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-13	que tem os elementos que constituem um par ou conjunto afastados
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-14	que tem os bordos afastados
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-15	que está desdobrado, estendido
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-16	diz-se de livro, revista, jornal... que tem as páginas afastadas para permitir a observação ou a leitura
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-17	que tem as pétalas separadas, desenroladas, que desabrochou
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-18	que tem grande amplitude
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-19	que está em funcionamento; que tem acesso
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-20	que é dirigido ao público
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-21	que foi posto em funcionamento
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-22	que tem uma cor clara, viva
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-23	que revela sinceridade, franqueza, transparência de sentimentos; que comunica com facilidade e sem reservas
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-24	que aceita facilmente as novas ideias, o progresso; que não tem preconceitos
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-25	que se torna evidente, de que não restam dúvidas
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-26	que deixa entrar água pelas juntas das tábuas
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-27	que sofreu uma distensão muscular, em virtude de esforço ou exercício violento. pulso aberto
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-29	que tem os membros posteriores ou anteriores divergentes
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-30	diz-se do conjunto cujos pontos são todos interiores
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-31	diz-se do intervalo compreendido entre dois extremos que dele não fazem parte
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-32	que tem muita sorte no jogo
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-33	oficial
aberto	ADJ	605dd014762a466dfe6e71d7@DACL-aberto_1-ede9c-41	sílaba aberta. vogal+ aberta.
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-1	afastamento ou deslocação do que veda ou obsta à passagem, de um espaço para outro, de forma a tornar possível a entrada ou a saída de alguma coisa ou de alguém
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-2	acção de abrir, de descerrar, de destapar ou de retirar a cobertura, o revestimento ou o invólucro de um objecto, de modo a tornar patente e acessível o que está fechado ou selado
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-3	acto ou resultado de desenrolar, de desdobrar, de estender
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-4	acção de escavar ou de perfurar
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-5	acto de gravar, de esculpir
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-6	acção de rasgar ou de recortar
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-7	orifício, buraco, fenda, brecha, greta ou qualquer outra solução de passagem
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-8	espaço aberto em peças de vestuário, formando decote ou cava
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-9	acção de criar, de fundar, de pôr em marcha ou em funcionamento
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-10	início do período destinado a uma certa atividade
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-11	início do período de funcionamento de um estabelecimento ou serviço público, de acordo com um horário estabelecido
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-12	disposição favorável
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-13	capacidade de compreender, de aceitar ou tolerar opiniões contrárias, de aderir ao que é novo ou inovador, de aceitar sem preconceitos
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-14	peça de música instrumental que serve de introdução ou prelúdio a uma obra lírica (ópera, opereta, oratória, cantata...), ou a uma obra instrumental (p. ex. suite), e que pode também constituir uma peça autónoma ou independente (abertura de concerto)
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-15	área delimitada pelo diafragma que, num sistema óptico, controla a entrada da luz
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-16	diâmetro da pupila de entrada num sistema óptico; diâmetro de uma lente
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-17	grau de afastamento dos órgãos articulatórios durante a produção de um som
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-18	timbre de uma vogal, determinado pelo grau de afastamento dos órgãos articulatórios, no momento da sua articulação
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-19	afastamento dos lados de um ângulo, medido pelo arco de circunferência que tem por centro o vértice; distância entre as bases de um arco
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-20	parágrafo inicial de um artigo ou notícia, que resume o conteúdo do texto que se segue
abertura	NOUN	605dd014762a466dfe6e71d9@DACL-abertura_1-fd5ab-22	espaço normalmente de diâmetro variável definido pelo diafragma
abolição	NOUN	605dd014762a466dfe6e71da@DACL-abolicao_1-2fe28-1	processo de suprimir, de anular, de extinguir; acto ou efeito de abolir
abolição	NOUN	605dd014762a466dfe6e71da@DACL-abolicao_1-2fe28-2	desaparecimento ou suspensão de certas funções do organismo
abordagem	NOUN	605dd014762a466dfe6e71db@DACL-abordagem_1-a8293-1	acção de encostar ou atracar uma embarcação a outra, essencialmente para a assaltar; acto ou efeito de abordar
abordagem	NOUN	605dd014762a466dfe6e71db@DACL-abordagem_1-a8293-2	choque entre dois navios
abordagem	NOUN	605dd014762a466dfe6e71db@DACL-abordagem_1-a8293-3	aproximação de uma embarcação do cais ou da margem
abordagem	NOUN	605dd014762a466dfe6e71db@DACL-abordagem_1-a8293-4	forma de encarar, de contactar com um tema, um problema; exploração inicial dos mesmos
abordar	VERB	605dd014762a466dfe6e71dc@DACL-abordar_1-ee824-1	encostar o bordo de uma embarcação a outra com o objectivo de a tomar de assalto
abordar	VERB	605dd014762a466dfe6e71dc@DACL-abordar_1-ee824-2	chegar, uma embarcação, a uma costa ou a um cais
abordar	VERB	605dd014762a466dfe6e71dc@DACL-abordar_1-ee824-3	aproximar-se de um determinado lugar; chegar à borda de
abordar	VERB	605dd014762a466dfe6e71dc@DACL-abordar_1-ee824-4	aproximar-se de alguém e dirigir-lhe a palavra
abordar	VERB	605dd014762a466dfe6e71dc@DACL-abordar_1-ee824-5	começar a tratar um determinado assunto ou tema, referir-se-lhe
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-1	que desagrada, desperta aversão, aborrece
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-2	que se torna difícil de suportar, por não ter interesse, por cansar; que causa aborrecimento
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-3	que sente enfado, insatisfação, aborrecimento
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-4	que não suporta mais uma situação; que se desgostou de alguém ou de alguma coisa
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-5	que perdeu a paciência, que se irritou; que não está satisfeito com alguém ou com alguma coisa
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-6	que tem uma atitude inadmissível
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-7	que revela enfado, tédio, aborrecimento
aborrecido	ADJ	605dd014762a466dfe6e71dd@DACL-aborrecido_1-d5acd-8	que causa desgosto, arrelia, preocupação, incómodo
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-1	expulsão do feto antes de terminar o período de gestação e de aquele ter razoáveis possibilidades de sobrevivência
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-2	feto nascido antes de se ter completado o desenvolvimento e de ter condições de sobreviver
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-3	ser que nasce disforme, desproporcionado ou defeituoso
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-5	pessoa mal formada, física ou espiritualmente
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-6	qualquer espécie de produção defeituosa
aborto	NOUN	605dd014762a466dfe6e71df@DACL-aborto_1-8576c-7	interrupção do desenvolvimento de um órgão
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-1	amolecimento, amaciamento
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-2	diminuição da aceleração ou da velocidade de um movimento
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-3	diminuição da quantidade, da frequência, do grau ou da intensidade de um fenómeno
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-4	facto de suavizar, mitigar, serenar, acalmar...
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-5	enternecimento
abrandamento	NOUN	605dd014762a466dfe6e71e0@DACL-abrandamento_1-e7a19-6	passagem de uma consoante forte ou surda a branda ou sonora
abrangente	ADJ	605dd014762a466dfe6e71e1@DACL-abrangente_1-f5384-1	que inclui, contém, envolve ou reúne; que abrange
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-1	rodear
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-2	conter em si
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-3	ocupar um determinado espaço; estender-se por
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-4	atingir, produzindo efeito sobre
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-5	alcançar com a vista, vislumbrar na globalidade
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-6	compreender
abranger	VERB	605dd014762a466dfe6e71e2@DACL-abranger_1-0f242-7	agarrar alguma coisa aproximando-a de alguém
abreviar	VERB	605dd014762a466dfe6e71e3@DACL-abreviar_1-66825-1	tornar menor em extensão ou duração; tornar mais breve
abreviar	VERB	605dd014762a466dfe6e71e3@DACL-abreviar_1-66825-2	antecipar
abreviar	VERB	605dd014762a466dfe6e71e3@DACL-abreviar_1-66825-3	tornar mais curto, retirando aspectos de pormenor ou de maior importância
abreviar	VERB	605dd014762a466dfe6e71e3@DACL-abreviar_1-66825-4	reduzir uma palavra ou uma sequência de palavras, eliminando elementos ou mantendo apenas algumas das suas partes
abreviar	VERB	605dd014762a466dfe6e71e3@DACL-abreviar_1-66825-5	tornar breve uma sílaba ou vogal
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-1	protecção natural ou artificial contra o perigo ou as intempéries
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-2	alojamento, habitação
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-3	pequena construção ou habitação rudimentar, em geral provisória
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-4	casa ou hospedaria de montanha para refúgio de caminhantes ou alpinistas
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-5	instalação destinada à protecção de civis e militares contra ataques inimigos, nomeadamente contra bombardeamentos
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-6	roupa que protege do frio
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-7	aquilo que preserva dos perigos e dos males
abrigo	NOUN	605dd014762a466dfe6e71e4@DACL-abrigo_1-03a69-11	fato-de-treino
abril	NOUN	605dd014762a466dfe6e71e5@DACL-abril_1-5e60b-1	quarto mês do ano civil
abril	NOUN	605dd014762a466dfe6e71e5@DACL-abril_1-5e60b-2	estação da floração; primavera
abril	NOUN	605dd014762a466dfe6e71e5@DACL-abril_1-5e60b-3	juventude, mocidade
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-1	afastar ou afastar-se aquilo que fecha, veda ou tapa uma passagem, uma abertura; descerrar ou fazer descerrar
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-2	tirar, levantar ou levantar-se, desapertar ou desapertar-se uma tampa, fecho, rolha, ou aquilo que serve para fechar ou cobrir alguma coisa
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-3	cortar ou afastar a parte exterior de alguma coisa, tornando visível o seu interior; fazer uma abertura
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-4	fender ou fender-se uma superfície compacta ou sólida, criando ou criando-se uma depressão, uma concavidade, um buraco, um vazio...
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-5	tornar possível a passagem
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-6	rasgar o envelope ou o papel que envolve cartas, objectos..., tornando visível o seu conteúdo
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-7	levantar a capa ou afastar umas das outras as páginas de um livro, revista, jornal, caderno
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-8	cortar as folhas de um livro não aparado
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-9	pôr em funcionamento, de forma a poder ser utilizado; começar a funcionar pela primeira vez
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-10	descerrar as portas de um lugar público, de forma a que as pessoas possam entrar
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-11	pôr a funcionar um mecanismo
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-12	dar início a reuniões, espectáculos, cerimónias...
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-13	estar no início de, constituir a primeira parte de
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-14	ter, um dado local, passagem para um outro, geralmente mais amplo
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-15	separarem-se as pétalas de uma flor; transformar-se o botão em flor
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-16	desenrolarem-se, as folhas de chá, dentro de água a ferver, durante uns minutos, antes de se servir a bebida
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-17	separar ou separarem-se certas partes móveis de um todo ou conjunto
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-18	separar ou afastar os braços, as pernas, os lábios, as pálpebras, os dedos...
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-19	desdobrar o que estava dobrado, de modo a que fique esticado
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-20	separar ou separarem-se partes de uma peça de vestuário ligadas ou juntas por botões, molas, fechos...
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-21	separar ou separarem-se as partes daquilo que fecha uma abertura
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-22	tornar possível o acesso, geralmente a situações desejáveis ou prometedoras
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-23	pôr-se rapidamente em movimento; andar em grande velocidade
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-24	dizer a alguém, com franqueza, aquilo que se sente; contar factos pessoais e particulares
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-25	tornar-se, o tempo, menos enevoado, menos chuvoso
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-26	dar existência a
abrir	VERB	605dd014762a466dfe6e71e6@DACL-abrir_1-bdc03-61	tornar disponível, facultar o acesso a
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-1	que não comporta qualquer restrição, reserva, limitação
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-2	que é perfeito
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-3	que denota rigidez, intolerância; que não faz concessões
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-4	que não admite crítica nem contradições
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-5	que goza de poder sem restrições, que tem todos os direitos, que domina não estando sujeito a qualquer controlo ou limitação
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-6	que é considerado em si mesmo e não em relação a outra coisa; que não é relativo
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-7	que não tem misturas
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-8	diz-se da temperatura ou da escala de temperaturas que se começa a contar a partir de um valor limite, que se toma como origem das temperaturas. humidade absoluta. zero absoluto
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-9	ablativo absoluto. acusativo+ absoluto. emprego+ absoluto. genitivo+ absoluto. oração+ absoluta. superlativo+
absoluto	ADJ	605dd014762a466dfe6e71e7@DACL-absoluto_1-49c99-11	futuro
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-1	que resulta de uma operação mental que isola, de um todo, determinadas noções, qualidades essenciais, propriedades ou elementos para os considerar separadamente; que resulta de abstracção
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-2	que se baseia em ideias gerais, em princípios, e não em casos particulares
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-3	que utiliza a abstracção, que opera com qualidades e relações, e não com a realidade sensível
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-4	que expressa uma qualidade, propriedade ou característica separada do objecto a que pertence
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-5	que é de difícil compreensão, pela ausência de representações do mundo sensível
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-6	que está concentrado nos seus pensamentos e não dá atenção ao que se passa à sua volta
abstrato	ADJ	605dd014762a466dfe6e71ea@DACL-abstracto_1-6e7ff-7	que é vago, impreciso, sem fundamento na realidade
abuso	NOUN	605dd014762a466dfe6e71ec@DACL-abuso_1-f7422-3	uso ilegítimo ou incorrecto de alguma coisa, nomeadamente do poder, de prerrogativas, da liberdade, da força ou de qualquer outra capacidade
