lemma	upos	sense_id	definition
A	NOUN	609311890eca64ed92941f00@609311890eca64ed92941f00-6	the blood group whose red cells carry the A antigen
AD	ADV	609311890eca64ed92941f38@609311890eca64ed92941f38-0	in the Christian era; used before dates after the supposed year Christ was born
African	ADJ	609311890eca64ed9294214e@609311890eca64ed9294214e-0	of or relating to the nations of Africa or their peoples
Air Force	MWE	609311890eca64ed92942205@609311890eca64ed92942205-0	the airforce of the United States of America; the agency that defends the United States through control and exploitation of air and space
Albanian	ADJ	609311890eca64ed9294227e@609311890eca64ed9294227e-0	of or relating to Albania or its people or language or culture
Algerian	ADJ	609311890eca64ed9294235b@609311890eca64ed9294235b-0	of or relating to or characteristic of Algeria or its inhabitants
Allied	ADJ	609311890eca64ed929423a4@609311890eca64ed929423a4-0	of or relating to or denoting the Allies in World War II
Allied	ADJ	609311890eca64ed929423a4@609311890eca64ed929423a4-1	of or relating to or denoting the Allies in World War I
American	ADJ	609311890eca64ed92942473@609311890eca64ed92942473-0	of or relating to the United States of America or its people or language or culture
American	ADJ	609311890eca64ed92942473@609311890eca64ed92942473-1	of or relating to or characteristic of the continents and islands of the Americas
April	NOUN	609311890eca64ed929427c0@609311890eca64ed929427c0-0	the month following March and preceding May
Arabic	ADJ	609311890eca64ed929427f6@609311890eca64ed929427f6-0	relating to or characteristic of Arabs
Arabic	NOUN	609311890eca64ed929427f7@609311890eca64ed929427f7-0	the Semitic language of the Arabs; spoken in a variety of dialects
Archean	NOUN	609311890eca64ed92942859@609311890eca64ed92942859-0	the time from 3,800 million years to 2,500 million years ago; earth's crust formed; unicellular organisms are earliest forms of life
Army	NOUN	609311890eca64ed92942945@609311890eca64ed92942945-0	the army of the United States of America; the agency that organizes and trains soldiers for land warfare
Ascaris	NOUN	609311890eca64ed929429e9@609311890eca64ed929429e9-0	type genus of the family Ascaridae: roundworms with a three-lipped mouth
Asian	ADJ	609311890eca64ed92942a19@609311890eca64ed92942a19-0	of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture
Athenian	ADJ	609311890eca64ed92942ae4@609311890eca64ed92942ae4-0	of or relating to or characteristic of Athens or its inhabitants
August	NOUN	609311890eca64ed92942b4a@609311890eca64ed92942b4a-0	the month following July and preceding September
Australian	ADJ	609311890eca64ed92942b85@609311890eca64ed92942b85-0	of or relating to or characteristic of Australia or its inhabitants or its languages
Austrian	ADJ	609311890eca64ed92942bb0@609311890eca64ed92942bb0-0	of or relating to Austria or its people or culture
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-0	aerobic rod-shaped spore-producing bacterium; often occurring in chainlike formations; found primarily in soil
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-1	originally thought to be a single vitamin but now separated into several B vitamins
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-2	a trivalent metalloid element; occurs both in a hard black crystal and in the form of a yellow or brown powder
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-3	a logarithmic unit of sound intensity equal to 10 decibels
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-4	the 2nd letter of the Roman alphabet
B	NOUN	609311890eca64ed92942c0c@609311890eca64ed92942c0c-5	the blood group whose red cells carry the B antigen
BC	ADV	609311890eca64ed92942c2e@609311890eca64ed92942c2e-0	before the Christian era; used following dates before the supposed year Christ was born
BMI	NOUN	609311890eca64ed92942c39@609311890eca64ed92942c39-0	a measure of someone's weight in relation to height; to calculate one's BMI, multiply one's weight in pounds and divide that by the square of one's height in inches; overweight is a BMI greater than 25; obese is a BMI greater than 30
Bachelor of Arts	MWE	609311890eca64ed92942c6d@609311890eca64ed92942c6d-0	a bachelor's degree in arts and sciences
Baltic	ADJ	609311890eca64ed92942cfd@609311890eca64ed92942cfd-0	of or pertaining to or characteristic of the Baltic States or their peoples or languages
Baltic	ADJ	609311890eca64ed92942cfd@609311890eca64ed92942cfd-1	of or near or on the Baltic Sea
Baroque	ADJ	609311890eca64ed92942d8a@609311890eca64ed92942d8a-0	of or relating to or characteristic of the elaborately ornamented style of architecture, art, and music popular in Europe between 1600 and 1750
Bavarian	ADJ	609311890eca64ed92942e33@609311890eca64ed92942e33-0	of or relating to or characteristic of Bavaria or its people
Belgian	ADJ	609311890eca64ed92942e9f@609311890eca64ed92942e9f-0	of or relating to or characteristic of Belgium or the Belgian people
Benedictine	ADJ	609311890eca64ed92942edf@609311890eca64ed92942edf-0	of or relating to Saint Benedict or his works
Benedictine	ADJ	609311890eca64ed92942edf@609311890eca64ed92942edf-1	of or relating to the Benedictines
Bible	NOUN	609311890eca64ed92942fbd@609311890eca64ed92942fbd-0	the sacred writings of the Christian religions
Brazilian	ADJ	609311890eca64ed92943237@609311890eca64ed92943237-0	of or relating to or characteristic of Brazil or the people of Brazil
British	ADJ	609311890eca64ed9294327d@609311890eca64ed9294327d-0	of or relating to or characteristic of Great Britain or its people or culture
Buddhist	ADJ	609311890eca64ed92943345@609311890eca64ed92943345-0	of or relating to or supporting Buddhism
Bulgarian	ADJ	609311890eca64ed92943364@609311890eca64ed92943364-0	of or relating to or characteristic of Bulgaria or its people
Bulgarian	NOUN	609311890eca64ed92943365@609311890eca64ed92943365-0	a native or inhabitant of Bulgaria
Bulgarian	NOUN	609311890eca64ed92943365@609311890eca64ed92943365-1	a Slavic language spoken in Bulgaria
Byzantine	ADJ	609311890eca64ed929433e0@609311890eca64ed929433e0-0	of or relating to the Eastern Orthodox Church or the rites performed in it
Byzantine	ADJ	609311890eca64ed929433e0@609311890eca64ed929433e0-1	of or relating to or characteristic of the Byzantine Empire or the ancient city of Byzantium
Byzantine	ADJ	609311890eca64ed929433e0@609311890eca64ed929433e0-2	highly complex or intricate and occasionally devious
Byzantine	NOUN	609311890eca64ed929433e1@609311890eca64ed929433e1-0	a native or inhabitant of Byzantium or of the Byzantine Empire
CO2	NOUN	609311890eca64ed92943441@609311890eca64ed92943441-0	a heavy odorless colorless gas formed during respiration and by the decomposition of organic substances; absorbed from the air by plants in photosynthesis
CT	NOUN	609311890eca64ed92943454@609311890eca64ed92943454-0	a New England state; one of the original 13 colonies
CT	NOUN	609311890eca64ed92943454@609311890eca64ed92943454-1	a method of examining body organs by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis
Cambodian	ADJ	609311890eca64ed92943576@609311890eca64ed92943576-0	of or relating to or characteristic of Cambodia or its people or language
Canadian	ADJ	609311890eca64ed929435c9@609311890eca64ed929435c9-0	of or relating to Canada or its people
Carolingian	ADJ	609311890eca64ed92943741@609311890eca64ed92943741-0	of or relating to the Frankish dynasty founded by Charlemagne's father
Catholic	ADJ	609311890eca64ed92943810@609311890eca64ed92943810-0	of or relating to or supporting Catholicism
Chadic	NOUN	609311890eca64ed9294394c@609311890eca64ed9294394c-0	a family of Afroasiatic tonal languages (mostly two tones) spoken in the regions west and south of Lake Chad in north central Africa
Chinese	ADJ	609311890eca64ed92943b02@609311890eca64ed92943b02-0	of or pertaining to China or its peoples or cultures
Chinese	ADJ	609311890eca64ed92943b02@609311890eca64ed92943b02-1	of or relating to or characteristic of the island republic on Taiwan or its residents or their language
Christian	ADJ	609311890eca64ed92943bac@609311890eca64ed92943bac-0	relating to or characteristic of Christianity
Christian	NOUN	609311890eca64ed92943bad@609311890eca64ed92943bad-0	a religious person who believes Jesus is the Christ and who is a member of a Christian denomination
Christianity	NOUN	609311890eca64ed92943bc4@609311890eca64ed92943bc4-0	a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior
Christianity	NOUN	609311890eca64ed92943bc4@609311890eca64ed92943bc4-1	the collective body of Christians throughout the world and history (found predominantly in Europe and the Americas and Australia)
Christmas	NOUN	609311890eca64ed92943bc9@609311890eca64ed92943bc9-0	period extending from Dec. 24 to Jan. 6
Christmas	NOUN	609311890eca64ed92943bc9@609311890eca64ed92943bc9-1	a Christian holiday celebrating the birth of Christ; a quarter day in England, Wales, and Ireland
Communist	NOUN	609311890eca64ed92943e4f@609311890eca64ed92943e4f-0	a member of the communist party
Confederate	ADJ	609311890eca64ed92943e78@609311890eca64ed92943e78-0	of or having to do with the southern Confederacy during the American Civil War
Congress	NOUN	609311890eca64ed92943e95@609311890eca64ed92943e95-0	the legislature of the United States government
Constitution	NOUN	609311890eca64ed92943ed1@609311890eca64ed92943ed1-0	the constitution written at the Constitutional Convention in Philadelphia in 1787 and subsequently ratified by the original thirteen states
Constitution	NOUN	609311890eca64ed92943ed1@609311890eca64ed92943ed1-1	a United States 44-gun frigate that was one of the first three naval ships built by the United States; it won brilliant victories over British frigates during the War of 1812 and is without doubt the most famous ship in the history of the United States Navy; it has been rebuilt and is anchored in the Charlestown Navy Yard in Boston
Crusade	NOUN	609311890eca64ed92944099@609311890eca64ed92944099-0	any of the more or less continuous military expeditions in the 11th to 13th centuries when Christian powers of Europe tried to recapture the Holy Land from the Muslims
Cuban	ADJ	609311890eca64ed929440bf@609311890eca64ed929440bf-0	of or relating to or characteristic of Cuba or the people of Cuba
Cyclops	NOUN	609311890eca64ed92944159@609311890eca64ed92944159-0	(Greek mythology) one of a group of giants having a single eye in the middle of their forehead
DJ	NOUN	609311890eca64ed9294420e@609311890eca64ed9294420e-0	a person who announces and plays popular recorded music
DNA	NOUN	609311890eca64ed92944215@609311890eca64ed92944215-0	(biochemistry) a long linear polymer found in the nucleus of a cell and formed from nucleotides and shaped like a double helix; associated with the transmission of genetic information
Danish	ADJ	609311890eca64ed929442c1@609311890eca64ed929442c1-0	of or relating to or characteristic of Denmark or the Danes or their language
December	NOUN	609311890eca64ed9294438d@609311890eca64ed9294438d-0	the last (12th) month of the year
Doppler effect	MWE	609311890eca64ed929445e9@609311890eca64ed929445e9-0	change in the apparent frequency of a wave as observer and source move toward or away from each other
Dutch	ADJ	609311890eca64ed929446d3@609311890eca64ed929446d3-0	of or relating to the Netherlands or its people or culture
Dutch	NOUN	609311890eca64ed929446d4@609311890eca64ed929446d4-0	the people of the Netherlands
Dutch	NOUN	609311890eca64ed929446d4@609311890eca64ed929446d4-1	the West Germanic language of the Netherlands
East German	MWE	609311890eca64ed9294476d@609311890eca64ed9294476d-0	relating to or characteristic of East Germany
Egyptian	ADJ	609311890eca64ed92944890@609311890eca64ed92944890-0	of or relating to or characteristic of Egypt or its people or their language
Empire	NOUN	609311890eca64ed929449b7@609311890eca64ed929449b7-0	an eating apple that somewhat resembles a McIntosh; used as both an eating and a cooking apple
English	ADJ	609311890eca64ed929449e0@609311890eca64ed929449e0-0	of or relating to or characteristic of England or its culture or people
English	ADJ	609311890eca64ed929449e0@609311890eca64ed929449e0-1	of or relating to the English language
English	NOUN	609311890eca64ed929449e1@609311890eca64ed929449e1-0	an Indo-European language belonging to the West Germanic branch; the official language of Britain and the United States and most of the commonwealth countries
English	NOUN	609311890eca64ed929449e1@609311890eca64ed929449e1-1	the people of England
English	NOUN	609311890eca64ed929449e1@609311890eca64ed929449e1-2	the discipline that studies the English language and literature
English	NOUN	609311890eca64ed929449e1@609311890eca64ed929449e1-3	(sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist
Equidae	NOUN	609311890eca64ed92944aa3@609311890eca64ed92944aa3-0	horses; asses; zebras; extinct animals
Equus africanus	MWE	609311890eca64ed92944ab2@609311890eca64ed92944ab2-0	a wild ass of Africa
Esperanto	NOUN	609311890eca64ed92944b8b@609311890eca64ed92944b8b-0	an artificial language based as far as possible on words common to all the European languages
European	ADJ	609311890eca64ed92944c68@609311890eca64ed92944c68-0	of or relating to or characteristic of Europe or the people of Europe
European	NOUN	609311890eca64ed92944c69@609311890eca64ed92944c69-0	a native or inhabitant of Europe
February	NOUN	609311890eca64ed92944def@609311890eca64ed92944def-0	the month following January and preceding March
Finnish	ADJ	609311890eca64ed92944ea3@609311890eca64ed92944ea3-0	of or relating to or characteristic of Finland or the people of Finland
Flaviviridae	NOUN	609311890eca64ed92944f01@609311890eca64ed92944f01-0	a family of arboviruses carried by arthropods, mainly ticks and mosquitoes
French	ADJ	609311890eca64ed92945066@609311890eca64ed92945066-0	of or pertaining to France or the people of France
French	NOUN	609311890eca64ed92945067@609311890eca64ed92945067-0	the Romance language spoken in France and in countries colonized by France
French	NOUN	609311890eca64ed92945067@609311890eca64ed92945067-1	the people of France
French	NOUN	609311890eca64ed92945067@609311890eca64ed92945067-2	United States sculptor who created the seated marble figure of Abraham Lincoln in the Lincoln Memorial in Washington D.C. (1850-1931)
GB	NOUN	609311890eca64ed92945161@609311890eca64ed92945161-0	a highly toxic chemical nerve agent that inhibits the activity of cholinesterase
GB	NOUN	609311890eca64ed92945161@609311890eca64ed92945161-1	a unit of information equal to 1000 megabytes or 10^9 (1,000,000,000) bytes
GB	NOUN	609311890eca64ed92945161@609311890eca64ed92945161-2	a unit of information equal to 1024 mebibytes or 2^30 (1,073,741,824) bytes
GB	NOUN	609311890eca64ed92945161@609311890eca64ed92945161-3	an island comprising England and Scotland and Wales
Georgian	NOUN	609311890eca64ed9294538c@609311890eca64ed9294538c-0	a native or resident of the American state of Georgia
Georgian	NOUN	609311890eca64ed9294538c@609311890eca64ed9294538c-1	a native or inhabitant of Georgia in Asia
Georgian	NOUN	609311890eca64ed9294538c@609311890eca64ed9294538c-2	a southern Caucasian language with 3 million speakers and a long literary tradition
German	ADJ	609311890eca64ed929453b2@609311890eca64ed929453b2-0	of or pertaining to or characteristic of Germany or its people or language
German	NOUN	609311890eca64ed929453b3@609311890eca64ed929453b3-0	a person of German nationality
German	NOUN	609311890eca64ed929453b3@609311890eca64ed929453b3-1	the standard German language; developed historically from West Germanic
Germanic	ADJ	609311890eca64ed929453cd@609311890eca64ed929453cd-0	of or relating to the language of Germans
Germanic	ADJ	609311890eca64ed929453cd@609311890eca64ed929453cd-1	of or pertaining to the ancient Teutons or their languages
God	NOUN	609311890eca64ed929454e2@609311890eca64ed929454e2-0	the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe; the object of worship in monotheistic religions
Gothic	NOUN	609311890eca64ed92945576@609311890eca64ed92945576-0	extinct East Germanic language of the ancient Goths; the only surviving record being fragments of a 4th-century translation of the Bible by Bishop Ulfilas
Gothic	NOUN	609311890eca64ed92945576@609311890eca64ed92945576-1	a heavy typeface in use from 15th to 18th centuries
Gothic	NOUN	609311890eca64ed92945576@609311890eca64ed92945576-2	a style of architecture developed in northern France that spread throughout Europe between the 12th and 16th centuries; characterized by slender vertical piers and counterbalancing buttresses and by vaulting and pointed arches
Greek	ADJ	609311890eca64ed92945617@609311890eca64ed92945617-0	of or relating to or characteristic of Greece or the Greeks or the Greek language
Greek	NOUN	609311890eca64ed92945618@609311890eca64ed92945618-0	the Hellenic branch of the Indo-European family of languages
Greek	NOUN	609311890eca64ed92945618@609311890eca64ed92945618-1	a native or inhabitant of Greece
Gregorian	ADJ	609311890eca64ed9294564b@609311890eca64ed9294564b-0	of or relating to Pope Gregory I or to the plainsong chants of the Roman Catholic Church
Gregorian	ADJ	609311890eca64ed9294564b@609311890eca64ed9294564b-1	of or relating to Pope Gregory XIII or the calendar he introduced in 1582
HIV	NOUN	609311890eca64ed92945798@609311890eca64ed92945798-0	infection by the human immunodeficiency virus
HIV	NOUN	609311890eca64ed92945798@609311890eca64ed92945798-1	the virus that causes acquired immune deficiency syndrome (AIDS); it replicates in and kills the helper T cells
Hausa	NOUN	609311890eca64ed92945915@609311890eca64ed92945915-0	a member of a Negroid people living chiefly in northern Nigeria
Hausa	NOUN	609311890eca64ed92945915@609311890eca64ed92945915-1	the chief member of the Chadic family of Afroasiatic languages; widely used as a trading language
Hebrew	NOUN	609311890eca64ed92945954@609311890eca64ed92945954-0	the ancient Canaanitic language of the Hebrews that has been revived as the official language of Israel
Hebrew	NOUN	609311890eca64ed92945954@609311890eca64ed92945954-1	a person belonging to the worldwide group claiming descent from Jacob (or converted to it) and connected by cultural or religious ties
Hellenistic	ADJ	609311890eca64ed929459cd@609311890eca64ed929459cd-0	relating to or characteristic of the classical Greek civilization
Hungarian	ADJ	609311890eca64ed92945d14@609311890eca64ed92945d14-0	relating to or characteristic of Hungary
IT	NOUN	609311890eca64ed92945e4a@609311890eca64ed92945e4a-0	the branch of engineering that deals with the use of computers and telecommunications to retrieve and store and transmit information
Icelandic	ADJ	609311890eca64ed92945e6f@609311890eca64ed92945e6f-0	of or relating to Iceland or its people or culture and language
Indian	ADJ	609311890eca64ed92945f0e@609311890eca64ed92945f0e-0	of or relating to or characteristic of India or the East Indies or their peoples or languages or cultures
Indian	ADJ	609311890eca64ed92945f0e@609311890eca64ed92945f0e-1	of or pertaining to Native Americans or their culture or languages
Industrial Revolution	MWE	609311890eca64ed92945f7b@609311890eca64ed92945f7b-0	the transformation from an agricultural to an industrial nation
Inuit	NOUN	609311890eca64ed92945fc7@609311890eca64ed92945fc7-0	a member of a people inhabiting the Arctic (northern Canada or Greenland or Alaska or eastern Siberia); the Algonquians called them Eskimo (`eaters of raw flesh') but they call themselves the Inuit (`the people')
Iran	NOUN	609311890eca64ed92945ff3@609311890eca64ed92945ff3-0	a theocratic Islamic republic in the Middle East in western Asia; Iran was the core of the ancient empire that was known as Persia until 1935; rich in oil
Irish	ADJ	609311890eca64ed92946024@609311890eca64ed92946024-0	of or relating to or characteristic of Ireland or its people
Irish	NOUN	609311890eca64ed92946025@609311890eca64ed92946025-0	people of Ireland or of Irish extraction
Irish	NOUN	609311890eca64ed92946025@609311890eca64ed92946025-1	whiskey made in Ireland chiefly from barley
Irish	NOUN	609311890eca64ed92946025@609311890eca64ed92946025-2	the Celtic language of Ireland
Islam	NOUN	609311890eca64ed9294607d@609311890eca64ed9294607d-0	the civilization of Muslims collectively which is governed by the Muslim religion
Islam	NOUN	609311890eca64ed9294607d@609311890eca64ed9294607d-1	the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran
Israeli	ADJ	609311890eca64ed929460b8@609311890eca64ed929460b8-0	of or relating to or characteristic of Israel or its people
Italian	ADJ	609311890eca64ed929460d2@609311890eca64ed929460d2-0	of or pertaining to or characteristic of Italy or its people or culture or language
January	NOUN	609311890eca64ed9294624d@609311890eca64ed9294624d-0	the first month of the year; begins 10 days after the winter solstice
Japanese	ADJ	609311890eca64ed9294625d@609311890eca64ed9294625d-0	of or relating to or characteristic of Japan or its people or their culture or language
Jewish	ADJ	609311890eca64ed9294635f@609311890eca64ed9294635f-0	of or relating to Jews or their culture or religion
Judaism	NOUN	609311890eca64ed92946520@609311890eca64ed92946520-0	Jews collectively who practice a religion based on the Torah and the Talmud
Judaism	NOUN	609311890eca64ed92946520@609311890eca64ed92946520-1	the monotheistic religion of the Jews having its spiritual and ethical principles embodied chiefly in the Torah and in the Talmud
Julian	ADJ	609311890eca64ed92946545@609311890eca64ed92946545-0	of or relating to or characteristic of Julius Caesar
July	NOUN	609311890eca64ed92946550@609311890eca64ed92946550-0	the month following June and preceding August
June	NOUN	609311890eca64ed92946560@609311890eca64ed92946560-0	the month following May and preceding July
KB	NOUN	609311890eca64ed929465a7@609311890eca64ed929465a7-0	a unit of information equal to 1000 bytes
KB	NOUN	609311890eca64ed929465a7@609311890eca64ed929465a7-1	a unit of information equal to 1024 bytes
Kenyan	ADJ	609311890eca64ed929466fc@609311890eca64ed929466fc-0	of or relating to or characteristic of Kenya or its people
Latin	ADJ	609311890eca64ed92946a86@609311890eca64ed92946a86-0	of or relating to the ancient Latins or the Latin language
Latin	ADJ	609311890eca64ed92946a86@609311890eca64ed92946a86-1	relating to people or countries speaking Romance languages
Latin	ADJ	609311890eca64ed92946a86@609311890eca64ed92946a86-2	relating to languages derived from Latin
Latin	ADJ	609311890eca64ed92946a86@609311890eca64ed92946a86-3	of or relating to the ancient region of Latium
Latin	NOUN	609311890eca64ed92946a87@609311890eca64ed92946a87-0	any dialect of the language of ancient Rome
Latin	NOUN	609311890eca64ed92946a87@609311890eca64ed92946a87-1	an inhabitant of ancient Latium
Latin	NOUN	609311890eca64ed92946a87@609311890eca64ed92946a87-2	a person who is a member of those peoples whose languages derived from Latin
Latvian	NOUN	609311890eca64ed92946aa0@609311890eca64ed92946aa0-0	a native or inhabitant of Latvia
Latvian	NOUN	609311890eca64ed92946aa0@609311890eca64ed92946aa0-1	the official language of Latvia; belongs to the Baltic branch of Indo-European
Lithuanian	ADJ	609311890eca64ed92946d37@609311890eca64ed92946d37-0	of or relating to or characteristic of Lithuania or its people or language
Lithuanian	NOUN	609311890eca64ed92946d38@609311890eca64ed92946d38-0	a native or inhabitant of Lithuania
Lithuanian	NOUN	609311890eca64ed92946d38@609311890eca64ed92946d38-1	the official language of Lithuania; belongs to the Baltic branch of Indo-European
Lord	NOUN	609311890eca64ed92946de5@609311890eca64ed92946de5-0	terms referring to the Judeo-Christian God
Lord	NOUN	609311890eca64ed92946de5@609311890eca64ed92946de5-1	a titled peer of the realm
Maltese	ADJ	609311890eca64ed92947135@609311890eca64ed92947135-0	of or relating to the island or republic of Malta or its inhabitants
March	NOUN	609311890eca64ed9294720e@609311890eca64ed9294720e-0	the month following February and preceding April
May	NOUN	609311890eca64ed929473c7@609311890eca64ed929473c7-0	the month following April and preceding June
Mexican	ADJ	609311890eca64ed92947570@609311890eca64ed92947570-0	of or relating to Mexico or its inhabitants
Minoan	NOUN	609311890eca64ed9294767f@609311890eca64ed9294767f-0	a Cretan who lived in the bronze-age culture of Crete about 3000-1100 BC
Monday	NOUN	609311890eca64ed92947752@609311890eca64ed92947752-0	the second day of the week; the first working day
Mongol	ADJ	609311890eca64ed9294775c@609311890eca64ed9294775c-0	of or relating to the region of Mongolia or its people or their languages or cultures
Mycenaean	ADJ	609311890eca64ed92947947@609311890eca64ed92947947-0	of or relating to or characteristic of ancient Mycenae or its inhabitants
Mycobacterium tuberculosis	MWE	609311890eca64ed9294794f@609311890eca64ed9294794f-0	cause of tuberculosis
Napoleon	NOUN	609311890eca64ed92947a61@609311890eca64ed92947a61-0	French general who became emperor of the French (1769-1821)
Napoleon	NOUN	609311890eca64ed92947a61@609311890eca64ed92947a61-1	a card game similar to whist; usually played for stakes
Napoleonic	ADJ	609311890eca64ed92947a65@609311890eca64ed92947a65-0	of or relating to or like Napoleon Bonaparte
Nazi	ADJ	609311890eca64ed92947ada@609311890eca64ed92947ada-0	relating to or consistent with or typical of the ideology and practice of Nazism or the Nazis
Nazi	ADJ	609311890eca64ed92947ada@609311890eca64ed92947ada-1	relating to a form of socialism
Norse	ADJ	609311890eca64ed92947d34@609311890eca64ed92947d34-0	of or relating to Scandinavia or its peoples or cultures
Norse	ADJ	609311890eca64ed92947d34@609311890eca64ed92947d34-1	of or relating to Norway or its people or culture or language
North Africa	MWE	609311890eca64ed92947d3a@609311890eca64ed92947d3a-0	an area of northern Africa between the Sahara and the Mediterranean Sea
North African	MWE	609311890eca64ed92947d3b@609311890eca64ed92947d3b-0	of or relating to northern Africa
Norwegian	ADJ	609311890eca64ed92947d8c@609311890eca64ed92947d8c-0	of or relating to Norway or its people or culture or language
November	NOUN	609311890eca64ed92947dc1@609311890eca64ed92947dc1-0	the month following October and preceding December
October	NOUN	609311890eca64ed92947e7e@609311890eca64ed92947e7e-0	the month following September and preceding November
Old	ADJ	609311890eca64ed92947eeb@609311890eca64ed92947eeb-0	of a very early stage in development
Old Church Slavonic	MWE	609311890eca64ed92947ef4@609311890eca64ed92947ef4-0	the Slavic language into which the Bible was translated in the 9th century
Olympiad	NOUN	609311890eca64ed92947f5a@609311890eca64ed92947f5a-0	one of the four-year intervals between Olympic Games; used to reckon time in ancient Greece for twelve centuries beginning in 776 BC
Olympiad	NOUN	609311890eca64ed92947f5a@609311890eca64ed92947f5a-1	the modern revival of the ancient games held once every 4 years in a selected country
