lemma	upos	sense_id	definition
Duitser	NOUN	6053e953dde807025a6e756a@_r_n_11800	inwoner Duitsland; scheldnaam voor een Duitser
Egyptisch	ADJ	61f9d1602c1933ce16c4c2e5@r_a-16806	van Egypte
Engels	ADJ	61f9d1602c1933ce16c4c2f6@r_a-17268	van Engeland
Est	NOUN	6053e953dde807025a6e75d2@_o_n_483914082	standard time in the 5th time zone west of Greenwich, reckoned at the 75th meridian; used in the eastern United States
Est	NOUN	6053e953dde807025a6e75d2@_r_n_12637	inwoner Estland
Europeaan	NOUN	6053e953dde807025a6e75e6@_r_n_12723	inwoner Europa
Europees	ADJ	6053e953dde807025a6e75e7@_r_a_17269	of or relating to or characteristic of Europe or the people of Europe
Fins	ADJ	61f9d1602c1933ce16c4c322@r_a-16824	van Finland
Fins	ADJ	61f9d1602c1933ce16c4c322@r_a-17296	van of uit het Fins
Frans	ADJ	61f9d1602c1933ce16c4c32c@r_a-17270	van Frankrijk
Frans	ADJ	61f9d1602c1933ce16c4c32c@r_a-16578	van of uit het Frans
Fransen	NOUN	6053e953dde807025a6e7647@_o_n_413668231	the people of France
Germaans	ADJ	61f9d1602c1933ce16c4c35b@r_a-17271	van de Germanen
Germaans	ADJ	61f9d1602c1933ce16c4c35b@r_a-16581	van het Germaans
God	NOUN	6053e953dde807025a6e76b8@_o_n_136224513	the supernatural being conceived as the perfect and omnipotent and omniscient originator and ruler of the universe; the object of worship in monotheistic religions
God	NOUN	6053e953dde807025a6e76b8@_o_n_532548930	bovenmenselijk wezen; goddelijk wezen; vrouwelijke god
God	NOUN	6053e953dde807025a6e76b8@_r_n_15337	het Opperwezen
Griek	NOUN	6053e953dde807025a6e76dc@_r_n_15720	inwoner Griekenland
Grieks	ADJ	61f9d1602c1933ce16c4c391@r_a-17272	van Griekenland
Grieks	ADJ	61f9d1602c1933ce16c4c391@r_a-16584	van of uit het Grieks
Grieks	NOUN	6053e953dde807025a6e76e0@_r_n_15722	Griekse taal
Guinees	ADJ	61f9d1602c1933ce16c4c3b2@r_a-16850	van Guinee
Hippocrates	NOUN	6053e953dde807025a6e7777@_o_n_778206376	medical practitioner who is regarded as the father of medicine; author of the Hippocratic oath (circa 460-377 BC)
Homerus	NOUN	6053e953dde807025a6e778a@_o_n_019576804	ancient Greek epic poet who is believed to have written the Iliad and the Odyssey (circa 850 BC)
Homerus	NOUN	6053e953dde807025a6e778a@_o_n_106944644	an ancient Hebrew unit of capacity equal to 10 baths or 10 ephahs
Hongaar	NOUN	6053e953dde807025a6e778f@_r_n_17036	inwoner Hongarije
Hongaars	ADJ	61f9d1602c1933ce16c4c3f2@r_a-17275	van Hongarije
Hongaars	ADJ	61f9d1602c1933ce16c4c3f2@r_a-16617	van of uit het Hongaars
Hun	NOUN	6053e953dde807025a6e77a8@_r_n_17438_sub_1	a member of a nomadic people who invaded Europe in the 4th century
Hun	NOUN	6053e953dde807025a6e77a8@_r_n_17438	nomadisch ruiter
Ier	NOUN	6053e953dde807025a6e77cd@_o_n_950824924	a man who is a native or inhabitant of Ireland
Ier	NOUN	6053e953dde807025a6e77cd@_o_n_867306968	people of Ireland or of Irish extraction
Ier	NOUN	6053e953dde807025a6e77cd@_r_n_17571	inwoner Ierland
Iers	ADJ	61f9d1602c1933ce16c4c409@r_a-16868	van Ierland
Indiaas	ADJ	61f9d1602c1933ce16c4c40c@r_a-16871	van India
Inuit	NOUN	61f9d1602c1933ce16c4c415@r_n-18189	inwoner Groenland
Iraans	ADJ	61f9d1602c1933ce16c4c41a@r_a-16875	van Iran
Israëlisch	ADJ	61f9d1602c1933ce16c4c41f@r_a-16878	van Israël
Italiaans	ADJ	61f9d1602c1933ce16c4c422@r_a-17277	van Italië
Italiaans	ADJ	61f9d1602c1933ce16c4c422@r_a-16622	van of uit het Italiaans
Japans	ADJ	61f9d1602c1933ce16c4c432@r_a-17278	van Japan
Japans	ADJ	61f9d1602c1933ce16c4c432@r_a-16623	van of uit het Japans
Joegoslavisch	ADJ	6053e953dde807025a6e7854@_r_a_16888	of or relating to or characteristic of the former country of Yugoslavia or its people or languages
Karolingisch	ADJ	6053e953dde807025a6e78ab@_o_a_131555	of or relating to the Frankish dynasty founded by Charlemagne's father
Keniaans	ADJ	6053e953dde807025a6e78c6@_r_a_16914	of or relating to or characteristic of Kenya or its people
Kozak	NOUN	6053e953dde807025a6e7915@_o_n_036176200	a member of a Slavic people living in southern European Russia and Ukraine and adjacent parts of Asia and noted for their horsemanship and military skill; they formed an elite cavalry corps in czarist Russia
Litouws	ADJ	61f9d1602c1933ce16c4c50c@r_a-16960	van Litouwen
Londens	ADJ	61f9d1602c1933ce16c4c513@r_a-16963	van Londen
Maltees	ADJ	61f9d1602c1933ce16c4c54a@r_a-16987	van Malta
Mexicaans	ADJ	6053e953dde807025a6e7a71@_r_a_17000	of or relating to Mexico or its inhabitants
Mongools	ADJ	61f9d1602c1933ce16c4c59f@r_a-17012	van Mongolië
Moskous	ADJ	61f9d1602c1933ce16c4c5b2@r_a-17018	van Moskou
Nederland	NOUN	6053e953dde807025a6e7b1a@_r_n_24797	landstreek in Nederland; land in Europa; benaming voor Nederland
Nederlands	ADJ	61f9d1602c1933ce16c4c5f6@r_a-17281	van Nederland
Nederlands	ADJ	61f9d1602c1933ce16c4c5f6@r_a-16628	van of uit de Nederlandse taal
Nederlands	NOUN	6053e953dde807025a6e7b1e@_r_n_24800	Hollands dialect; Nederlandse taal
Nobelprijs	NOUN	6053e953dde807025a6e7b66@_r_n_25116	jaarlijkse prijs
Nobelprijswinnaar	NOUN	6053e953dde807025a6e7b67@_r_n_25117	winnaar v.e. Nobelprijs
Noord-Amerikaans	ADJ	61f9d1602c1933ce16c4c61a@r_a-17048	van Noord-Amerika
Noors	ADJ	61f9d1602c1933ce16c4c63d@r_a-17282	van Noorwegen
Noors	ADJ	61f9d1602c1933ce16c4c63d@r_a-16629	van of uit het Noors
Normandisch	ADJ	61f9d1602c1933ce16c4c640@r_a-17054	van Normandië
Oekraïens	ADJ	61f9d1602c1933ce16c4c652@r_a-17057	van de Oekraïne
Oekraïens	ADJ	61f9d1602c1933ce16c4c652@r_a-17300	van of uit het Oekraïens
Oekraïner	NOUN	6053e953dde807025a6e7bb9@_r_n_25527	inwoner Oekraïne
Oostenrijks	ADJ	6053e953dde807025a6e7be6@_r_a_17066	of or relating to Austria or its people or culture
Oslo	NOUN	6053e953dde807025a6e7c01@_o_n_416879663	the capital and largest city of Norway; the country's main port; located at the head of a fjord on Norway's southern coast
Palestijn	NOUN	61f9d1602c1933ce16c4c69b@r_n-27407	inwoner Palestina
Palestijns	ADJ	6053e953dde807025a6e7c2f@_r_a_17075	of or relating to the area of Palestine and its inhabitants
Parijs	ADJ	61f9d1602c1933ce16c4c6a7@r_a-17083	van Parijs
Peloponnesisch	ADJ	6053e953dde807025a6e7c5e@_r_a_17089	of or relating to Peloponnesus
Perzisch	ADJ	61f9d1602c1933ce16c4c6bb@r_a-17092	van Perzië
Pools	ADJ	61f9d1602c1933ce16c4c6d3@r_a-17283	van Polen
Pools	ADJ	61f9d1602c1933ce16c4c6d3@r_a-16634	van of uit het Pools
Pruisisch	ADJ	6053e953dde807025a6e7cd7@_r_a_17101	of or relating to or characteristic of Prussia or its inhabitants
RNA	NOUN	6053e953dde807025a6e7cfc@_o_n_102527697	(biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell
Roemeens	ADJ	61f9d1602c1933ce16c4c70c@r_a-17111	van Roemenië
Romein	NOUN	6053e953dde807025a6e7d61@_o_n_102505029_sub_2	a resident of modern Rome
Romein	NOUN	6053e953dde807025a6e7d61@_r_n_31964	inwoner v.h. oude Romeinse rijk
Romeins	ADJ	61f9d1602c1933ce16c4c711@r_a-17285	van Rome
Romeins	ADJ	61f9d1602c1933ce16c4c711@r_a-17286	van de Kerk van Rome
Rus	NOUN	61f9d1602c1933ce16c4c717@r_n-32303	inwoner Rusland
Russisch	ADJ	61f9d1602c1933ce16c4c719@r_a-17287	van Rusland
Russisch	ADJ	61f9d1602c1933ce16c4c719@r_a-16637	van of uit het Russisch
Russisch-orthodox	ADJ	61f9d1602c1933ce16c4c71a@r_a-14708	volgens het geloof, de leer van de Russisch-orthodoxe kerk (INT)
Saksen	NOUN	6053e953dde807025a6e7d98@_o_n_897930212	an area in Germany around the upper Elbe river; the original home of the Saxons
Servisch	ADJ	61f9d1602c1933ce16c4c764@r_a-17136	van Servië
Servisch	ADJ	61f9d1602c1933ce16c4c764@r_a-17297	van of uit het Servisch
Siberisch	ADJ	6053e953dde807025a6e7e21@_r_a_17289	of or relating to or characteristic of Siberia or the Siberians
Sint-Petersburgs	ADJ	61f9d1602c1933ce16c4c77a@r_a-17144	van Sint-Petersburg
Spaans	ADJ	61f9d1602c1933ce16c4c798@r_a-17290	van Spanje
Spaans	ADJ	61f9d1602c1933ce16c4c798@r_a-16638	van of uit het Spaans
Spartaan	NOUN	6053e953dde807025a6e7e76@_o_n_109893560	a resident of Laconia
Spartaan	NOUN	6053e953dde807025a6e7e76@_o_n_109893560_sub_1	a resident of Sparta
Syrisch	ADJ	61f9d1602c1933ce16c4c7d8@r_a-17162	van Syrië
Tsjechisch	ADJ	61f9d1602c1933ce16c4c836@r_a-17193	van Tsjechië
Turk	NOUN	6053e953dde807025a6e7f6f@_r_n_38746	inwoner Turkije
Turks	ADJ	61f9d1602c1933ce16c4c845@r_a-17292	van Turkije
Turks	ADJ	61f9d1602c1933ce16c4c845@r_a-16643	van of uit het Turks
Vandalen	NOUN	6053e953dde807025a6e7fd5@_o_n_915545514	a member of the Germanic people who overran Gaul and Spain and North Africa and sacked Rome in 455
Venetiaan	NOUN	6053e953dde807025a6e7fe1@_r_n_39817	inwoner Venetië
Venetiaans	ADJ	6053e953dde807025a6e7fe3@_r_a_17207	of or relating to or characteristic of Venice or its people
West-Europees	ADJ	61f9d1602c1933ce16c4c8be@r_a-17224	van West-Europa
Zuid-Amerikaans	ADJ	6053e953dde807025a6e80ce@_r_a_17239	of or pertaining to or characteristic of the continent or countries of South America or their peoples
Zuid-Europees	ADJ	61f9d1602c1933ce16c4c905@r_a-17240	van Zuid-Europa
Zweeds	ADJ	61f9d1602c1933ce16c4c91a@r_a-17294	van Zweden
Zweeds	ADJ	61f9d1602c1933ce16c4c91a@r_a-16661	van of uit het Zweeds
Zwitsers	ADJ	6053e953dde807025a6e80e7@_r_a_17245	of or relating to Switzerland or its people or culture
aanbevelen	VERB	6053e953dde807025a6e811d@_o_n_973614281	make attractive or acceptable
aanbevelen	VERB	6053e953dde807025a6e811d@_o_n_762484731	aanmoedigen
aanbevelen	VERB	6053e953dde807025a6e811d@_o_n_097842482	ondersteunen
aanbevelen	VERB	6053e953dde807025a6e811d@_r_v_5	aanraden; aanbevelen; aanprijzen
aanbidding	NOUN	6053e953dde807025a6e8122@_o_n_106905921	verering; grote bewondering; het iemand of iets loven
aanbidding	NOUN	6053e953dde807025a6e8122@_r_n_2185	het aanbidden
aanbieden	VERB	6053e953dde807025a6e8123@_o_n_102281863	present as an act of worship
aanbieden	VERB	6053e953dde807025a6e8123@_o_n_507942821	come to one's mind; suggest itself
aanbieden	VERB	6053e953dde807025a6e8123@_o_n_872068631	present for acceptance or rejection
aanbieden	VERB	6053e953dde807025a6e8123@_r_v_7	laten weten dat het beschikbaar is; vrijwillig aanreiken; aanbieden; aanbieden; aanbieden; offreren
aanbieden	VERB	6053e953dde807025a6e8123@_c_545262	(linformatie) beschikbaar stellen, laten weten
aanbieden	VERB	6053e953dde807025a6e8123@_c_545260	(van zaken, gelegenheden) zich voordoen, zich vertonen
aanbieden	VERB	6053e953dde807025a6e8123@_c_545261	tegen een prijs beschikbaar stellen; opleveren
aanbod	NOUN	6053e953dde807025a6e812b@_o_n_949597255	a proposal offered for acceptance or rejection
aanbod	NOUN	6053e953dde807025a6e812b@_o_n_102206893	dat wat aangeboden wordt
aanbod	NOUN	6053e953dde807025a6e812b@_o_n_105484805	prijsopgave v.e. bepaalde dienst of goed; tekst of voorstel waarmee men iets aanbiedt
aanbod	NOUN	6053e953dde807025a6e812b@_r_n_2192	gelegenheid waarbij men iets aanbiedt; het aanbieden van iets aan iemand; het aanbieden
aanbrengen	VERB	6053e953dde807025a6e8136@_r_v_21	iets op, in of aan iets maken
aanbrengen	VERB	6053e953dde807025a6e8136@_r_v_22	iemand lid maken
aanbrengen	VERB	6053e953dde807025a6e8136@_r_v_23	aangeven bij een instantie
aandacht	NOUN	6053e953dde807025a6e8139@_o_n_338819681	the faculty or power of mental concentration
aandacht	NOUN	6053e953dde807025a6e8139@_o_n_241429134	welwillende aandacht
aandacht	NOUN	6053e953dde807025a6e8139@_r_n_2196	attentie; aandacht
aandeel	NOUN	6053e953dde807025a6e813f@_o_n_993566233	any of the equal portions into which the capital stock of a corporation is divided and ownership of which is evidenced by a stock certificate
aandeel	NOUN	6053e953dde807025a6e813f@_o_n_870109487	(computer science) the part of a hard disk that is dedicated to a particular operating system or application and accessed as a single unit
aandeel	NOUN	6053e953dde807025a6e813f@_o_n_103408744	dat wat men bijdraagt, immaterieel, als inspanning; immateriële inbreng; bijdrage
aandeel	NOUN	6053e953dde807025a6e813f@_r_n_2199	bewijs van investering in een bedrijf
aandeel	NOUN	6053e953dde807025a6e813f@_r_n_2200	proportioneel deel van een geheel, met name in aantallen; dat men ontvangt uit gemeenschappelijk bezit; evenredig aandeel; evenredig deel
aandoening	NOUN	6053e953dde807025a6e814b@_o_n_500707796	kennisgeving aan de overheid
aandoening	NOUN	6053e953dde807025a6e814b@_r_n_2211	ziekte aan een bepaald lichaamsdeel; onvolkomenheid; fysieke of mentale invaliditeit; iets dat last geeft
aandrijving	NOUN	6053e953dde807025a6e8153@_o_n_759319533	voertuig dat een trein trekt of duwt; deel v.e. apparaat dat kracht levert
aandrijving	NOUN	6053e953dde807025a6e8153@_o_n_104294774	onderdeel van een machine dat iets aandrijft; onderdeel v.e. machine
aandrijving	NOUN	6053e953dde807025a6e8153@_r_n_2218	dat wat iets doet bewegen; het voorwaarts doen bewegen
aanduiden	VERB	6053e953dde807025a6e8156@_o_n_778892356	openbaar maken; bekend maken
aanduiden	VERB	6053e953dde807025a6e8156@_o_n_143653144	wijzen op; duiden op
aanduiden	VERB	6053e953dde807025a6e8156@_o_n_706451402	select something or someone for a specific purpose
aanduiden	VERB	6053e953dde807025a6e8156@_r_v_39	markeren
aanduiden	VERB	6053e953dde807025a6e8156@_r_v_40	blijk geven van
aanduiden	VERB	6053e953dde807025a6e8156@_c_545138	zonder rechtstreeks gebaar aanwijzen
aanduiding	NOUN	6053e953dde807025a6e8157@_o_n_107733751	aanduiding
aanduiding	NOUN	6053e953dde807025a6e8157@_r_n_2219	dat waardoor men aanduidt; informatie die ergens naar wijst; aanwijzing; teken dat er iets aan de hand is; aanwijzing wat wel en niet mag
aangaan	VERB	6053e953dde807025a6e8168@_r_v_51	kort bezoeken
aangaan	VERB	6053e953dde807025a6e8168@_r_v_52	volgens de omgangsvormen zijn; zijn zoals het hoort; naar behoren zijn; passen; op zijn plaats zijn
aangaan	VERB	6053e953dde807025a6e8168@_r_v_54	beginnen met; van start gaan; een start maken; beginnen iets te doen; een aanvang nemen; een aanvang doen nemen; starten; beginnen van iets (niet-causatief)
aangaan	VERB	6053e953dde807025a6e8168@_r_v_55	(van apparaten, lampen) gaan werken; beginnen iets te doen
aangaan	VERB	6053e953dde807025a6e8168@_r_v_56	in een richting gaan
aangaan	VERB	6053e953dde807025a6e8168@_o_v_104771556	wortels krijgen;wortel schieten;; wortel schieten; wortels krijgen
aangelegenheid	NOUN	6053e953dde807025a6e816b@_o_n_131798936	an important question that is in dispute and must be settled
aangelegenheid	NOUN	6053e953dde807025a6e816b@_r_n_2223	gewichtige zaak; geheel van gebeurtenissen rond iets; zaak; veelbesproken zaak; aangelegenheid die men behartigt; algemene term voor een niet-persoon
aangenaam	ADJ	6053e953dde807025a6e816c@_r_a_8654	large and roomy (`convenient' is archaic in this sense)
aangeven	VERB	6053e953dde807025a6e816f@_o_n_618188876	proclaim one's support, sympathy, or opinion for or against
aangeven	VERB	6053e953dde807025a6e816f@_o_n_873621772	verklikken; niet geheim houden
aangeven	VERB	6053e953dde807025a6e816f@_o_n_604398988	verwijzen; refereren aan
aangeven	VERB	6053e953dde807025a6e816f@_r_v_58	in handen geven
aangeven	VERB	6053e953dde807025a6e816f@_c_545139	zonder rechtstreeks gebaar aanwijzen;impliciet laten weten;zonder rechtstreeks gebaar aanwijzen;
aangeven	VERB	6053e953dde807025a6e816f@_r_v_60	officieel melden
aangeven	VERB	6053e953dde807025a6e816f@_c_545140	met tekens aanduiden
aanhouden	VERB	6053e953dde807025a6e818f@_o_n_556209114	come to a halt, stop moving
aanhouden	VERB	6053e953dde807025a6e818f@_o_n_760308159	langer doen duren; langer laten duren in de tijd
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_83	tegenhouden en het woord richten tot iemand
aanhouden	VERB	6053e953dde807025a6e818f@_c_546816	iets doen volgens richtlijnen
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_84	niet wegdoen
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_85	behandeling uitstellen; opschorten; opschorten; uitstellen; langer doen duren
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_86	laten voortduren; in de genoemde toestand laten blijven
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_87	arresteren en verhoren
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_88	blijven duren; voortduren, aanhouden; blijven lopen; de aangegeven periode voortduren; (van tijd) voortduren; doorgaan (INT)
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_89	iets blijven volhouden, vragen
aanhouden	VERB	6053e953dde807025a6e818f@_r_v_90	in een bepaalde richting gaan
aanhouden	VERB	6053e953dde807025a6e818f@_c_545148	niet uittrekken (kleding)
aankomen	VERB	6053e953dde807025a6e81a2@_o_n_794022927	toestand veroorzaken
aankomen	VERB	6053e953dde807025a6e81a2@_c_545157	bereiken
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_109	gevoelig treffen, ook fig.
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_110	naderen
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_111	bij toeval raken
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_112	zwaarder worden; aankomen, in gewicht toenemen
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_113	neerkomen; afhankelijk zijn van; afhangen van; afhankelijk zijn van
aankomen	VERB	6053e953dde807025a6e81a2@_c_545158	onverwacht naar voren brengen
aankomen	VERB	6053e953dde807025a6e81a2@_r_v_114	van belang zijn; gelden, betreffen; handelen over; handelen over (van geschriften etc.); belangrijk zijn; betreffen; als onderwerp hebben; als onderwerp hebben; mbt. het onderwerp; als onderwerp hebben; betrekking hebben op; aangaan, betreffen
aankomst	NOUN	6053e953dde807025a6e81a4@_o_n_104669203	streep ter markering van finishplaats; eindpunt v.e. wedstrijd; finishlijn; start- of eindstreep v.e. wedstrijd
aankomst	NOUN	6053e953dde807025a6e81a4@_r_n_2254	bereiken v.e. plaats; het (aan)komen; tijdelijk bezoek aan een land of streek
aankondigen	VERB	6053e953dde807025a6e81a8@_o_n_750896213	voorzeggen; voorzeggen; zeggen dat het gebeurt
aankondigen	VERB	6053e953dde807025a6e81a8@_o_n_920625941	foreshadow or presage
aankondigen	VERB	6053e953dde807025a6e81a8@_o_n_428665992	indicate by signs
aankondigen	VERB	6053e953dde807025a6e81a8@_o_n_210910494	openbaar maken; bekend maken
aankondigen	VERB	6053e953dde807025a6e81a8@_o_n_314451921	advertentie plaatsen
aankondigen	VERB	6053e953dde807025a6e81a8@_r_v_115	bekendmaken; aankondigen; openen
aankondigen	VERB	6053e953dde807025a6e81a8@_o_v_105335592	een periode beginnen; een periode beginnen; aanbreken; aanbreken; aanbreken
aankondiging	NOUN	6053e953dde807025a6e81aa@_o_n_779628074	raad; advies; het geven van advies
aankondiging	NOUN	6053e953dde807025a6e81aa@_o_n_103838024	het aankondigen
aankondiging	NOUN	6053e953dde807025a6e81aa@_o_n_103838024_sub_2	a public statement containing information about an event that has happened or is going to happen
aankondiging	NOUN	6053e953dde807025a6e81aa@_r_n_2257	bericht waarmee men aankondigt
aankoop	NOUN	6053e953dde807025a6e81ab@_r_n_2258	handeling van iets aanschaffen; de aankoop van iets; het aanschaffen; aankoop; het (aan)kopen
aankoop	NOUN	6053e953dde807025a6e81ab@_r_n_2259	dat wat aangeschaft is; iets dat je in de winkel koopt
aanleggen	VERB	6053e953dde807025a6e81b8@_r_v_131	een schip vastmaken; een schip aanleggen; een boot tegen de wal parkeren; een schip parkeren
aanleggen	VERB	6053e953dde807025a6e81b8@_r_v_132	tot stand brengen
aanleggen	VERB	6053e953dde807025a6e81b8@_r_v_133	in/tegen het lichaam plaatsen; (iets) verplaatsen; horizontaal leggen
aanleggen	VERB	6053e953dde807025a6e81b8@_r_v_134	organiseren; kordaat gaan werken
aanleggen	VERB	6053e953dde807025a6e81b8@_r_v_135	een vuurwapen richten
aanleiding	NOUN	6053e953dde807025a6e81bc@_o_n_572766051	moeite
aanleiding	NOUN	6053e953dde807025a6e81bc@_o_n_291983207	overhaler; persoon/zaak die iets veroorzaakt
aanleiding	NOUN	6053e953dde807025a6e81bc@_r_n_2267	omstandigheid die iets teweegbrengt
aanmerking	NOUN	6053e953dde807025a6e81db@_r_n_2278	afkeurende opmerking
aanmoedigen	VERB	6053e953dde807025a6e81de@_o_n_092172076	goad or provoke,as by constant criticism
aanmoedigen	VERB	6053e953dde807025a6e81de@_o_n_183598371	assist or encourage, usually in some wrongdoing
aanmoedigen	VERB	6053e953dde807025a6e81de@_o_n_786689730	spur on
aanmoedigen	VERB	6053e953dde807025a6e81de@_o_n_057017411	show approval or good wishes by shouting
aanmoedigen	VERB	6053e953dde807025a6e81de@_r_v_158	enthousiast maken; aanmoedigen iets te doen
aannemen	VERB	6053e953dde807025a6e81e5@_o_n_035462904	in staat achten tot iets; van tevoren aannemen
aannemen	VERB	6053e953dde807025a6e81e5@_o_n_623971498	receive (a report) officially, as from a committee
aannemen	VERB	6053e953dde807025a6e81e5@_o_n_634237225	het belangrijkst vinden
aannemen	VERB	6053e953dde807025a6e81e5@_o_n_625670323	express a supposition
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_162	iets op- of aanpakken
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_163	graag aanvaarden
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_164	geloven dat iets waar is; op gezag van een ander als waar zien
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_165	werk op zich nemen; een ambt accepteren; de verantwoordelijkheid, de uitvoering van iets op zich nemen; taak gaan uitvoeren; de verantwoordelijkheid, de uitvoering van iets op zich nemen
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_166	in dienst nemen
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_167	als lid opnemen; zich eigen maken
aannemen	VERB	6053e953dde807025a6e81e5@_r_v_168	je eigen maken
aannemen	VERB	6053e953dde807025a6e81e5@_c_545163	als uitgangspunt nemen; uitgaan van; veronderstellen; aannemen; uitgaan van
aannemen	VERB	6053e953dde807025a6e81e5@_c_545161	(van een kind) in je gezin opnemen
aanpak	NOUN	6053e953dde807025a6e81e7@_o_n_879996512	the final path followed by an aircraft as it is landing
aanpak	NOUN	6053e953dde807025a6e81e7@_o_n_662085845	strategie; wijze van aanpak om een doel te bereiken
aanpak	NOUN	6053e953dde807025a6e81e7@_r_n_2283	methode; wijze; manier; manier waarop je dingen doet; wijze; manier; manier
