lemma	upos	sense_id	definition
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-0	Que permite el acceso a su interior o el tránsito a su través
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-1	En particular dicho del campo o campiña, que no está cercado por muros o defensas
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-2	Que no muestra interrupciones o trabas
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-3	Dicho de una persona, de carácter franco y receptivo
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-4	Que aún no experimenta resolución definitiva
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-5	Dicho de las flores, que se despliega o extiende
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-6	Dicho de un caballo, que manifiesta su edad en los dientes
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-7	Dicho de una embarcación, que carece de cubierta
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-8	Dicho de la táctica militar, que opera de forma desunida, dispersa o de guerrilla
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-9	Dicho de un edificio, que muestra aberturas de un esmalte particular o que no tiene cubierta.
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-10	Dicho de una corona, que rodea solamente la cabeza sin cubrirla
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-11	Dicho de una prenda de vestir, que no lleva broches o cierres
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-12	Dicho de una res, que está en edad y condición fecunda
abierto	ADJ	607785ddb97e84c6c76eefd3@607785ddb97e84c6c76eefd3-13	Dicho de una costa o plata, que no ofrece defensa contra las olas y el viento
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-0	Tocar una embarcación con otra, o con un muelle o embarcadero.
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-1	En especial, abordar1 con la intención de tomar por la fuerza.
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-2	Entrar a una embarcación o, por extensión, a otro medio de transporte.
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-3	Aproximarse a una persona o institución para hacer una pregunta, iniciar un diálogo o tratar un asunto.
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-4	Por extensión, exponer y debatir un asunto.
abordar	VERB	607785ddb97e84c6c76ef0a0@607785ddb97e84c6c76ef0a0-5	Iniciar una tarea difícil.
aborto	NOUN	607785ddb97e84c6c76ef0be@607785ddb97e84c6c76ef0be-0	Interrupción voluntaria o espontánea del embarazo.
aborto	NOUN	607785ddb97e84c6c76ef0be@607785ddb97e84c6c76ef0be-1	Interrupción involuntaria de alguna actividad o acción sin que se pueda terminar.
aborto	NOUN	607785ddb97e84c6c76ef0be@607785ddb97e84c6c76ef0be-2	Interrupción voluntaria de alguna actividad o acción sin que se pueda terminar.
aborto	NOUN	607785ddb97e84c6c76ef0be@607785ddb97e84c6c76ef0be-3	Ser monstruoso y repugnante.
abril	NOUN	607785ddb97e84c6c76ef131@607785ddb97e84c6c76ef131-0	Cuarto mes del año en el calendario gregoriano, entre marzo y mayo. Consta de 30 días.
abril	NOUN	607785ddb97e84c6c76ef131@607785ddb97e84c6c76ef131-1	Años de edad, referido a una persona joven.
abril	NOUN	607785ddb97e84c6c76ef131@607785ddb97e84c6c76ef131-2	Etapa juvenil de la vida, previa a la edad adulta, en que figuradamente despiertan o florecen los romances, la energía joven y la sexualidad.
abril	NOUN	607785ddb97e84c6c76ef131@607785ddb97e84c6c76ef131-3	Cosa o persona agradable, especialmente por su apariencia o gentileza.
abrir	VERB	607785ddb97e84c6c76ef13a@607785ddb97e84c6c76ef13a-0	Remover la tapa o la cubierta de algo, haciéndolo visible.
abrir	VERB	607785ddb97e84c6c76ef13a@607785ddb97e84c6c76ef13a-1	Hacer girar una puerta hasta separarla de su marco.
abrir	VERB	607785ddb97e84c6c76ef13a@607785ddb97e84c6c76ef13a-2	Separar del marco la hoja o las hojas que tienen una puerta o una ventana, haciéndolas girar sobre sus herrajes.
absceso	NOUN	607785ddb97e84c6c76ef172@607785ddb97e84c6c76ef172-0	Acumulación de pus en los tejidos.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-0	Independiente, con pleno poder, sin restricción alguna.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-1	No determinado por alguna condición.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-2	Que no admite comprobación.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-3	Dicho de una sustancia química, del alcohol, éter, etc.: que es totalmente pura, sin mezcla extraña.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-4	De genio fuerte e inmoderado.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-5	Se dice de un adjetivo numeral que indica cuánto de lo expresado por el hablante hay.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-6	Lo contrapuesto a contingente, significando el ser que existe con necesidad de naturaleza, o en lenguaje escolástico, lo que es por sí y en sí.
absoluto	ADJ	607785ddb97e84c6c76ef18c@607785ddb97e84c6c76ef18c-7	Se dice de las lanas sometidas a un lavado perfecto después de secas. 
abstener	VERB	607785ddb97e84c6c76ef1a0@607785ddb97e84c6c76ef1a0-0	Evitar que alguien o algo tome una acción, o que participe en ella.
abstracto	ADJ	607785ddb97e84c6c76ef1ad@607785ddb97e84c6c76ef1ad-0	Que está aislado conceptualmente de la propiedad de un objeto.
abstracto	ADJ	607785ddb97e84c6c76ef1ad@607785ddb97e84c6c76ef1ad-1	Referido a un arte o artista, que enfatiza los aspectos cromáticos, formales y estructurales, acentuándolos, resaltando su valor y fuerza expresiva, sin tratar de imitar modelos o formas naturales.
abuelo	NOUN	607785ddb97e84c6c76ef1c6@607785ddb97e84c6c76ef1c6-0	Ascendiente directo en segunda generación
abuelo	NOUN	607785ddb97e84c6c76ef1c6@607785ddb97e84c6c76ef1c6-1	Hombre de edad avanzada.
abuelo	NOUN	607785ddb97e84c6c76ef1c6@607785ddb97e84c6c76ef1c6-2	Mechón de pelo de la nuca que queda suelto al recoger la cabellera en una coleta o moño.
abuelo	NOUN	607785ddb97e84c6c76ef1c6@607785ddb97e84c6c76ef1c6-3	En los juegos de azar, ficha o cartón con el número noventa.
abuelo	NOUN	607785ddb97e84c6c76ef1c6@607785ddb97e84c6c76ef1c6-4	Vilano grande y plumoso.
aburrido	ADJ	607785ddb97e84c6c76ef1f1@607785ddb97e84c6c76ef1f1-0	Que no es interesante
aburrido	ADJ	607785ddb97e84c6c76ef1f1@607785ddb97e84c6c76ef1f1-1	Hastiado, molesto por algo repetitivo, desagradable o monótono
aburrimiento	NOUN	607785ddb97e84c6c76ef1f3@607785ddb97e84c6c76ef1f3-0	Estado de desinterés o de falta de energía, como reacción a estímulos que se perciben como monótonos, repetitivos o tediosos.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-0	Llevar algo a su fin.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-1	Matar, destruir.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-2	Utilizar algo hasta dejarlo inservible.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-3	Haber sucedido hace pocos instantes.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-4	Llegar algo a su fin.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-5	Tener un orgasmo.
acabar	VERB	607785ddb97e84c6c76ef22b@607785ddb97e84c6c76ef22b-6	Eyacular.
academia	NOUN	607785ddb97e84c6c76ef243@607785ddb97e84c6c76ef243-0	Sociedad científica, literaria o artística cuyo establecimiento tiene autoridad pública.
academia	NOUN	607785ddb97e84c6c76ef243@607785ddb97e84c6c76ef243-1	Lugar docente donde se da enseñanza a los alumnos que quieren prepararse para una carrera o profesión.
academia	NOUN	607785ddb97e84c6c76ef243@607785ddb97e84c6c76ef243-2	Sociedad de hombres de letras, sabios y artistas.
academia	NOUN	607785ddb97e84c6c76ef243@607785ddb97e84c6c76ef243-3	Ejercicio de pintura o dibujo en que se trabaja con arreglo a un modelo desnudo.
academia	NOUN	607785ddb97e84c6c76ef243@607785ddb97e84c6c76ef243-4	En la terminología antigua se llama así al estudio de una figura entera y desnuda tomada al natural y que no forma parte de una composición.
académico	ADJ	607785ddb97e84c6c76ef24d@607785ddb97e84c6c76ef24d-0	Relativo a la academia.
académico	ADJ	607785ddb97e84c6c76ef24d@607785ddb97e84c6c76ef24d-1	Erudito o estudioso de alguna materia.
académico	ADJ	607785ddb97e84c6c76ef24d@607785ddb97e84c6c76ef24d-2	Platonista.
académico	NOUN	607785ddb97e84c6c76ef24e@607785ddb97e84c6c76ef24e-0	Persona que pertenece a una academia o a un centro de estudios superiores.
acantilado	NOUN	607785ddb97e84c6c76ef29b@607785ddb97e84c6c76ef29b-0	Escarpe muy pronunciado del terreno en una pared rocosa de la zona litoral cuyo origen se debe a la acción que el oleaje y las corrientes marinas ejercen sobre ella.
acceder	VERB	607785ddb97e84c6c76ef307@607785ddb97e84c6c76ef307-0	Adherir al dictamen de otro, entrar en el convenio o tratado.
acceder	VERB	607785ddb97e84c6c76ef307@607785ddb97e84c6c76ef307-1	Conceder a alguno lo que solicita.
acceder	VERB	607785ddb97e84c6c76ef307@607785ddb97e84c6c76ef307-2	Entrar o pasar por algún sitio.
acceder	VERB	607785ddb97e84c6c76ef307@607785ddb97e84c6c76ef307-3	Tener acceso a una instancia superior.
acceder	VERB	607785ddb97e84c6c76ef307@607785ddb97e84c6c76ef307-4	Tener acceso a un recurso o a una situación.
accesibilidad	NOUN	607785ddb97e84c6c76ef30a@607785ddb97e84c6c76ef30a-0	Condición o carácter de accesible.
accesible	ADJ	607785ddb97e84c6c76ef30b@607785ddb97e84c6c76ef30b-0	De fácil disponibilidad y acceso.
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-0	Acción de llegar, entrar o acercarse..
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-1	Entrada, camino..
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-2	Facilidad al trato o comunicación con alguno..
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-3	Acto sexual, biológicamente funcional a la reproducción de los animales vertebrados, en que entran en contacto los genitales de los participantes.
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-4	Repetición periódica de algunas enfermedades o síntomas.
acceso	NOUN	607785ddb97e84c6c76ef30f@607785ddb97e84c6c76ef30f-5	Movimiento aparente en el que el sol se acerca a la línea del Ecuador terrestre.
accidentalmente	ADV	607785ddb97e84c6c76ef318@607785ddb97e84c6c76ef318-0	De manera accidental, sin premeditación, planificación ni prevención.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-0	Calidad o estado que aparece en alguna cosa, sin que sea parte de su esencia o naturaleza.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-1	Suceso eventual que altera el orden regular de las cosas.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-2	Indisposición o enfermedad que sobreviene repentinamente y priva de sentido o movimiento.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-3	Síntoma grave que se presenta inopinadamente durante una enfermedad, sin ser de los que la caracterizan.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-4	Mus. Signo con que se altera la tonalidad de un sonido.
accidente	NOUN	607785ddb97e84c6c76ef31d@607785ddb97e84c6c76ef31d-5	Accidente.
acción	NOUN	607785ddb97e84c6c76ef32c@607785ddb97e84c6c76ef32c-0	Acto de llevar a cabo algo; desgaste de energía que produce unos resultados.
acción	NOUN	607785ddb97e84c6c76ef32c@607785ddb97e84c6c76ef32c-1	El resultado de lo que se ha hecho.
acción	NOUN	607785ddb97e84c6c76ef32c@607785ddb97e84c6c76ef32c-2	Participación económica en una empresa.
aceite	NOUN	607785ddb97e84c6c76ef364@607785ddb97e84c6c76ef364-0	Grasa que a temperatura ambiente mantiene forma líquida y, con menos densidad que el agua, no se disuelve en ella.
aceite	NOUN	607785ddb97e84c6c76ef364@607785ddb97e84c6c76ef364-1	En particular, la que se extrae de la aceituna (aceite de oliva).
aceite	NOUN	607785ddb97e84c6c76ef364@607785ddb97e84c6c76ef364-2	Cualquier sustancia de aspecto aceitoso.
aceite	NOUN	607785ddb97e84c6c76ef364@607785ddb97e84c6c76ef364-3	Aceite1 de linaza cocido con ajo, vidrio molido y litargirio; usado para secar con rapidez los colores.
aceite	NOUN	607785ddb97e84c6c76ef364@607785ddb97e84c6c76ef364-4	Regalo que se da alguien con cierto poder, con el fin de obtener algún favor o privilegio a cambio. Acción o efecto de sobornar.
aceituna	NOUN	607785ddb97e84c6c76ef38b@607785ddb97e84c6c76ef38b-0	Fruto del olivo. Es una drupa carnosa, de tamaño variable, con una sola semilla en el interior. Pertenece a la familia de las oleáceas. Su área natural es la cuenca mediterránea. Sus tejidos almacenan aceites en forma de ácidos oléicos en una proporción de un 40% y hasta un 60%. (Esta proporción se refiere al ácido oleico y no al aceite propiamente dicho que se saca finalmente de la aceituna para su consumo).
acelerar	VERB	607785ddb97e84c6c76ef3a1@607785ddb97e84c6c76ef3a1-0	Aumentar la velocidad
acelerar	VERB	607785ddb97e84c6c76ef3a1@607785ddb97e84c6c76ef3a1-1	En particular poner en movimiento un vehículo automotor.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-0	Realce con que se pronuncia una sílaba, dándole mayor tono o relieve que las demás.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-1	Raya diagonal que se hace en ciertos casos sobre una vocal para indicar que debe ser pronunciada con mayor intensidad o para diferenciar una palabra de otra.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-2	Entonación de la voz al hablar, o tono particular para indicar ciertas emociones o propósitos.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-3	Manera de hablar y pronunciar característica de un individuo o región.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-4	Énfasis que se pone sobre determinada sílaba de un verso para efectos rítmicos.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-5	Peso o importancia que se otorga a algo.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-6	Elemento o cualidad distintiva, en especial referido a un detalle que contrasta con lo que lo rodea.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-7	Énfasis recurrente a intervalos regulares que, generalmente, marca el comienzo del compás.
acento	NOUN	607785ddb97e84c6c76ef3b8@607785ddb97e84c6c76ef3b8-8	El relieve expresivo de un pasaje o de una nota (normalmente marcado en la partitura).
acentuar	VERB	607785ddb97e84c6c76ef3c5@607785ddb97e84c6c76ef3c5-0	Pronunciar una sílaba con mayor intensidad.
acentuar	VERB	607785ddb97e84c6c76ef3c5@607785ddb97e84c6c76ef3c5-1	Poner tilde o acento ortográfico a una letra.
acentuar	VERB	607785ddb97e84c6c76ef3c5@607785ddb97e84c6c76ef3c5-2	Expresar algo con énfasis, a menudo lentamente, para dejarlo claro o hacerlo memorable.
acentuar	VERB	607785ddb97e84c6c76ef3c5@607785ddb97e84c6c76ef3c5-3	Otorgar una característica que singulariza o llama la atención.
aceptar	VERB	607785ddb97e84c6c76ef3d2@607785ddb97e84c6c76ef3d2-0	Dar por bueno, reconocer como correcto.
acerca	ADV	607785ddb97e84c6c76ef3e5@607785ddb97e84c6c76ef3e5-0	Cerca de, próximo, adyacente.
acercar	VERB	607785ddb97e84c6c76ef3eb@607785ddb97e84c6c76ef3eb-0	Poner o ponerse más cerca o menos lejos
acercar	VERB	607785ddb97e84c6c76ef3eb@607785ddb97e84c6c76ef3eb-1	Llevar a una persona, generalmente en el automóvil, a un lugar que le queda en el camino a quien lo lleva.
acercar	VERB	607785ddb97e84c6c76ef3eb@607785ddb97e84c6c76ef3eb-2	Entregarle alguien a uno un objeto que tiene más próximo.
acercar	VERB	607785ddb97e84c6c76ef3eb@607785ddb97e84c6c76ef3eb-3	Poner una cosa junto a otra.
acetona	NOUN	607785ddb97e84c6c76ef42d@607785ddb97e84c6c76ef42d-0	Solvente químico de nombre IUPAC propanona. Por ejemplo la obtención a partir de cumeno
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-0	Persona que recibe ayuda, protección, alimentación, hospedaje o recibimiento por parte de una institución de beneficencia u otra entidad prestadora de servicios.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-1	Flujo o afluencia de líquidos, en especial de aguas.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-2	Proceso o resultado de acoger, recibir o ser recibido.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-3	Acción o efecto de retirarse, protegerse o ponerse a salvo.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-4	Lugar seguro donde refugiarse, guarecerse, estar protegido o evitar algún peligro.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-5	Acción o efecto de amparar o proteger.
acogida	NOUN	607785ddb97e84c6c76ef572@607785ddb97e84c6c76ef572-6	Acción o resultado de aceptar, dar por bueno, o recibir de buen grado.
acometer	VERB	607785ddb97e84c6c76ef59e@607785ddb97e84c6c76ef59e-0	Atacar de forma violenta, embestir con ímpetu.
acometer	VERB	607785ddb97e84c6c76ef59e@607785ddb97e84c6c76ef59e-1	Emprender, intentar.
acometer	VERB	607785ddb97e84c6c76ef59e@607785ddb97e84c6c76ef59e-2	Empezarle a alguien repentinamente determinado estado físico o moral.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-0	Hacer o dar compañía. Estar o ir junto a otro u otros.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-1	Añadir o juntar un elemento a algo; complementarlo.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-2	Referido a una cosa, ser o existir en asociación o simultaneidad con otra.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-3	Existir con alguien o ser parte de su estado, condición, carácter, personalidad, destino, etc.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-4	Tener empatía con los sentimientos de alguien, participar de lo que está experimentando o seguir sus progresos.
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-5	Componer o ejecutar la armonía o el conjunto de sonidos que complementan una melodía principal (el acompañamiento).
acompañar	VERB	607785ddb97e84c6c76ef5b7@607785ddb97e84c6c76ef5b7-6	Adornar, complementar o poner accesorios a un elemento principal o central.
acontecimiento	NOUN	607785ddb97e84c6c76ef5e3@607785ddb97e84c6c76ef5e3-0	Hecho o suceso, principalmente si es importante.
acordar	VERB	607785ddb97e84c6c76ef605@607785ddb97e84c6c76ef605-0	Adoptar en común una resolución varias personas, deliberando previamente acerca del asunto.
acordar	VERB	607785ddb97e84c6c76ef605@607785ddb97e84c6c76ef605-1	Resolver o determinar una persona acerca de algo.
