lemma	upos	sense_id	definition
Mägi-Karabahh	PROPN	605b513fabbf638f9b6e7235@605b513fabbf638f9b6e7235-0	endine põhiliselt armeenlastega asustatud autonoomne oblast Aserbaidžaani koosseisus
NATO	PROPN	605b513fabbf638f9b6e7236@605b513fabbf638f9b6e7236-0	1949. aastal loodud sõjaväelise alliansi, Põhja-Atlandi Lepingu Organisatsiooni ingliskeelse nime lühend
Namiibia	PROPN	605b513fabbf638f9b6e7238@605b513fabbf638f9b6e7238-0	riik Aafrika lõunaosas Atlandi ookeani rannikul
Nobel	PROPN	605b513fabbf638f9b6e723d@605b513fabbf638f9b6e723d-0	(Nobeli preemia kohta)
OSCE	PROPN	605b513fabbf638f9b6e7242@605b513fabbf638f9b6e7242-0	1975. aastal Helsingis asutatud Euroopa Julgeoleku- ja Koostööorganisatsiooni ingliskeelse nime lühend
Oscar	PROPN	605b513fabbf638f9b6e7244@605b513fabbf638f9b6e7244-0	1929. aastast väljaantav Ameerika filmiauhind, millega Ameerika filmikunsti ja -teaduste akadeemia tunnustab silmapaistvaid filmiloojaid
Pariis	PROPN	605b513fabbf638f9b6e724a@605b513fabbf638f9b6e724a-0	Prantsusmaa pealinn
Peterburi	PROPN	605b513fabbf638f9b6e724e@605b513fabbf638f9b6e724e-0	linn Venemaal Neeva jõe suudmes Soome lahe idasopis
Poola	PROPN	605b513fabbf638f9b6e724f@605b513fabbf638f9b6e724f-0	riik Kesk-Euroopas Läänemere lõunarannikul
Praha	PROPN	605b513fabbf638f9b6e7253@605b513fabbf638f9b6e7253-0	Tšehhi pealinn
Provence	PROPN	605b513fabbf638f9b6e7256@605b513fabbf638f9b6e7256-0	ajalooline maa-ala Lõuna-Prantsusmaal Vahemere rannikul
Päike	PROPN	605b513fabbf638f9b6e7258@605b513fabbf638f9b6e7258-0	Päikesesüsteemi täht, mille ümber tiirlevad Maa ja teised planeedid
Põhja-Ameerika	PROPN	605b513fabbf638f9b6e7259@605b513fabbf638f9b6e7259-0	läänepoolkera manner, Ameerika maailmajao põhjaosa kuni Panama maakitsuseni
RNA	PROPN	605b513fabbf638f9b6e725a@605b513fabbf638f9b6e725a-0	ribonukleiinhape
Rooma	PROPN	605b513fabbf638f9b6e725c@605b513fabbf638f9b6e725c-0	Itaalia pealinn
Rooma	PROPN	605b513fabbf638f9b6e725c@605b513fabbf638f9b6e725c-1	vanaaja riik, mis sai alguse Rooma linnast Itaalias
Rootsi	PROPN	605b513fabbf638f9b6e725d@605b513fabbf638f9b6e725d-0	riik Euroopas Skandinaavia poolsaare idaosas
Rumeenia	PROPN	605b513fabbf638f9b6e725e@605b513fabbf638f9b6e725e-0	riik Kagu-Euroopas Musta mere läänerannikul
SI-süsteem	NOUN	605b513fabbf638f9b6e725f@605b513fabbf638f9b6e725f-0	mõõtühikute süsteem, mille põhiühikuteks on seitse füüsikalist suurust: meeter, kilogramm, sekund, amper, kelvin, mool ja kandela
Saksa	ADJ	605b513fabbf638f9b6e7262@605b513fabbf638f9b6e7262-0	riik Kesk-Euroopas
Saksa	ADJ	605b513fabbf638f9b6e7262@605b513fabbf638f9b6e7262-1	riik Kesk-Euroopas
Sarajevo	PROPN	605b513fabbf638f9b6e7267@605b513fabbf638f9b6e7267-0	Bosnia ja Hertsegoviina pealinn
Serbia	PROPN	605b513fabbf638f9b6e7268@605b513fabbf638f9b6e7268-0	merepiirita riik Euroopas Balkani poolsaare keskosas
Sitsiilia	PROPN	605b513fabbf638f9b6e726c@605b513fabbf638f9b6e726c-0	Itaaliale kuuluv mägine saar Vahemeres Itaalia edelatipus
Sloveenia	PROPN	605b513fabbf638f9b6e726e@605b513fabbf638f9b6e726e-0	riik Kesk-Euroopa lõunaosas Aadria mere ääres
Soome	PROPN	605b513fabbf638f9b6e726f@605b513fabbf638f9b6e726f-0	riik Põhja-Euroopas
Sumatra	PROPN	605b513fabbf638f9b6e7271@605b513fabbf638f9b6e7271-0	Indoneesiale kuuluv mägine saar Malai saarestikus
Suurbritannia	PROPN	605b513fabbf638f9b6e7273@605b513fabbf638f9b6e7273-0	saareriik Lääne-Euroopas
Suurbritannia	PROPN	605b513fabbf638f9b6e7273@605b513fabbf638f9b6e7273-1	saar Euroopa mandriosa looderanniku lähedal
Sõnn	PROPN	605b513fabbf638f9b6e7274@605b513fabbf638f9b6e7274-0	sodiaaki kuuluv tähtkuju põhjataevas
Sõnn	PROPN	605b513fabbf638f9b6e7274@605b513fabbf638f9b6e7274-1	üks kaheteistkümnest sodiaagimärgist, Päike viibib selle märgi piirkonnas ligikaudu ajavahemikus 20.04–20.05
Sõnn	PROPN	605b513fabbf638f9b6e7274@605b513fabbf638f9b6e7274-2	inimene, kes on sündinud ajavahemikul 20.04–20.05
Süüria	PROPN	605b513fabbf638f9b6e7275@605b513fabbf638f9b6e7275-0	riik Lähis-Idas Vahemere ääres
Taani	PROPN	605b513fabbf638f9b6e7276@605b513fabbf638f9b6e7276-0	riik Põhja-Euroopas Jüüti poolsaarel ja mitmel saarel
Taliban	PROPN	605b513fabbf638f9b6e7278@605b513fabbf638f9b6e7278-0	1994. aastal Afganistanis ja Pakistanis tekkinud äärmusislamistlik rühmitus
Titicaca	PROPN	605b513fabbf638f9b6e727d@605b513fabbf638f9b6e727d-0	suurim järv Lõuna-Ameerikas Peruu ja Boliivia piiril
Tšehhi	PROPN	605b513fabbf638f9b6e7282@605b513fabbf638f9b6e7282-0	merepiirita riik Kesk-Euroopas
Tšehhi	PROPN	605b513fabbf638f9b6e7282@605b513fabbf638f9b6e7282-1	Tšehhi Vabariigi lääneosa
Tšiili	PROPN	605b513fabbf638f9b6e7284@605b513fabbf638f9b6e7284-0	riik Lõuna-Ameerika läänerannikul Vaikse ookeani ääres
USA	PROPN	605b513fabbf638f9b6e7285@605b513fabbf638f9b6e7285-0	riik Põhja-Ameerikas
Ungari	PROPN	605b513fabbf638f9b6e7287@605b513fabbf638f9b6e7287-0	merepiirita riik Euroopas Doonau keskjooksul
Uraan	PROPN	605b513fabbf638f9b6e7288@605b513fabbf638f9b6e7288-0	Päikesest kauguselt seitsmes planeet Päikesesüsteemis
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-0	eesti tähestiku täht
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-1	vastav häälik
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-2	(Rooma numbrina:) 5
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-3	volt
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-4	vanaadium
V	ADJ	605b513fabbf638f9b6e728b@605b513fabbf638f9b6e728b-5	ruumala
Vana-Rooma	PROPN	605b513fabbf638f9b6e728e@605b513fabbf638f9b6e728e-0	vanaaja riik, mis sai alguse Rooma linnast Itaalias
Varssavi	PROPN	605b513fabbf638f9b6e728f@605b513fabbf638f9b6e728f-0	Poola pealinn
Vatikan	PROPN	605b513fabbf638f9b6e7290@605b513fabbf638f9b6e7290-0	Roomas asuv linnriik
Veenus	PROPN	605b513fabbf638f9b6e7291@605b513fabbf638f9b6e7291-0	Päikesest kauguselt teine planeet Päikesesüsteemis, asub Maa ja Merkuuri vahel
Vene	PROPN	605b513fabbf638f9b6e7292@605b513fabbf638f9b6e7292-0	suur riik Euraasia mandri põhjaosas
Vene	PROPN	605b513fabbf638f9b6e7292@605b513fabbf638f9b6e7292-1	varakeskaegne idaslaavi riik 9.–12. sajandil, mille keskuseks oli Kiiev
Veneetsia	PROPN	605b513fabbf638f9b6e7294@605b513fabbf638f9b6e7294-0	sadamalinn Põhja-Itaalias Aadria mere looderannikul
WC-pott	NOUN	605b513fabbf638f9b6e729a@605b513fabbf638f9b6e729a-0	WC kujult potilaadne põhiosa
aadelkond	NOUN	605b513fabbf638f9b6e729d@605b513fabbf638f9b6e729d-0	teatud riigi või piirkonna (organiseeritud) kõrgem seisus, aadlikud
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-0	ajavahemik, mille vältel Maa teeb tiiru ümber Päikese
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-1	kalendriaasta (365, lisapäeva-aastal 366 ööpäeva), lähtepunktiks 1. jaanuar
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-2	umbes 12 kuu pikkune ajavahemik, lähtepunktiks ükskõik missugune moment
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-3	(aunimetustes:) kalendriaasta parim
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-4	(vanuse, ea, eluaastate kohta)
aasta	NOUN	605b513fabbf638f9b6e729e@605b513fabbf638f9b6e729e-5	vanemapoolne, mitte enam noor
aastane	ADJ	605b513fabbf638f9b6e72a1@605b513fabbf638f9b6e72a1-0	üks aasta vana
aastane	ADJ	605b513fabbf638f9b6e72a1@605b513fabbf638f9b6e72a1-1	üks aasta kestev
aastane	ADJ	605b513fabbf638f9b6e72a1@605b513fabbf638f9b6e72a1-2	ühe aasta jooksul saadud, kogunenud vms
aastane	ADJ	605b513fabbf638f9b6e72a1@605b513fabbf638f9b6e72a1-3	teatud arv aastaid vana
aastane	ADJ	605b513fabbf638f9b6e72a1@605b513fabbf638f9b6e72a1-4	teatud arv aastaid kestev
aatom	NOUN	605b513fabbf638f9b6e72a2@605b513fabbf638f9b6e72a2-0	aine, keemilise elemendi väikseim osake, mis koosneb tuumast ja elektronkattest
abi	NOUN	605b513fabbf638f9b6e72a4@605b513fabbf638f9b6e72a4-0	aitamine, abistamine
abi	NOUN	605b513fabbf638f9b6e72a4@605b513fabbf638f9b6e72a4-1	see, mis või kes aitab
abi	NOUN	605b513fabbf638f9b6e72a4@605b513fabbf638f9b6e72a4-2	kergendus või kasu millestki või kellestki
abi	NOUN	605b513fabbf638f9b6e72a4@605b513fabbf638f9b6e72a4-3	teatud ametitöötaja abiline
abiellumine	NOUN	605b513fabbf638f9b6e72ac@605b513fabbf638f9b6e72ac-0	abielu ametlik registreerimine
abiline	NOUN	605b513fabbf638f9b6e72ae@605b513fabbf638f9b6e72ae-0	abistav, abiks olev isik (ajutiselt, juhuslikuna või pidevalt)
abiline	NOUN	605b513fabbf638f9b6e72ae@605b513fabbf638f9b6e72ae-1	aitaja, abistaja (mitte isik)
abistama	VERB	605b513fabbf638f9b6e72af@605b513fabbf638f9b6e72af-0	kellelegi abi osutama, nõu, jõuga vm moel abiks või toeks olema
abort	NOUN	605b513fabbf638f9b6e72b0@605b513fabbf638f9b6e72b0-0	raseduse või tiinuse katkemine või katkestamine enne loote ellujäämisvõime saavutamist
abstraktne	ADJ	605b513fabbf638f9b6e72b2@605b513fabbf638f9b6e72b2-0	mõtteliselt olemasolev, mõtte jõul tajutav, üldistades loodud
abstraktne	ADJ	605b513fabbf638f9b6e72b2@605b513fabbf638f9b6e72b2-1	paljude, üldisega seotud, üldistatud
abtiss	NOUN	605b513fabbf638f9b6e72b3@605b513fabbf638f9b6e72b3-0	katoliku nunnakloostri ülem
adaptsioon	NOUN	605b513fabbf638f9b6e72b4@605b513fabbf638f9b6e72b4-0	teksti muutmine mõistetavamaks, seda lihtsustades ja kärpides
